SMILES,mol_id,sim,improve
CCC1CCC(CNCc2ccc(Cl)c[nH+]2)C1,1,,6.447839246
CCC1CCCC(CNCc2ccc(Cl)c[nH+]2)C1,1,,6.915322409
CCC1CCCC(CNCc2ccc(Cl)c[nH+]2)CC1,1,,7.48348412
OC[CH]C(Br)C(F)(F)Br,2,,-0.512345577
OC[C](Br)C(F)(F)C(F)Br,2,,0.161248903
OC[C](Br)C(F)(F)F,2,,0.261481735
OC[C](Br)C(F)(F)Br,2,,0.29080886
OCC(Br)C(F)(F)Br,2,,0
OCC(Br)CC(F)(F)Br,2,,0.473734353
OCC(Br)CCC(F)(F)Br,2,,0.761497749
OCC(Br)CCCC(F)(F)Br,2,,1.432100186
OCC(Br)CCCCC(F)(F)Br,2,,2.003820393
OCC(Br)CCCCCC(F)(F)Br,2,,2.526426189
OCC(Br)CCCCCCC(F)(F)Br,2,,3.023011769
OCC(Br)CCCCCCCC(F)(F)Br,2,,3.499348228
OCC(Br)CCCCCCCCC(F)(F)Br,2,,3.959601753
OCC(Br)CCCCCCCCCCC(F)(F)Br,2,,4.843444123
CNC(=O)C(C#N)=C([O-])C1=NN(c2cc(C)ccc2C)C(=O)CC1,3,,0
CNC(=O)C(C#N)=C1C=C([O-])N(c2cc(C)ccc2C)C(=O)CC1,3,,0.44882142
CNC(=O)C(C#N)=C1CC(=O)CCN(c2cc(C)ccc2C)CC1,3,,2.149534718
CNC(=O)C(C#N)=C1CC(=O)N(c2cc(C)ccc2C)CCC1,3,,2.137677799
CNC(=O)C(C#N)=C1C=CN(c2cc(C)ccc2C)C(=O)CC1,3,,1.85701626
CNC(=O)C(C#N)=C1CCCN(c2cc(C)ccc2C)C(=O)CC1,3,,2.655748704
CNC(=O)C=C(C#N)C1=NN(c2cc(C)ccc2C)C(=O)CC1,3,,1.567834941
CNC(=O)C(C#N)=C1CCN(c2cc(C)ccc2C)C(=O)CCC1,3,,2.662734718
CNC(=O)C(C#N)=C1CCN(c2cc(C)ccc2C)C(=O)CC1,3,,2.259869007
CCC(=O)C(C#N)=C1CCN(c2cc(C)ccc2C)C(=O)CCC1,3,,3.814293459
CCC(=O)C(C#N)=C1CCN(c2cc(C)ccc2C)C(=O)CCCCC1,3,,4.192787758
CCC(=O)C(C#N)=C(C)C1CCN(c2cc(C)ccc2C)C(=O)CC1,3,,3.540035242
CCC(=O)C(C#N)=C(C)C1=NN(c2cc(C)ccc2C)C(=O)CC1,3,,3.135992663
CCC(=O)C(C#N)=C(C)C1=NN(c2cc(C)ccc2C)C(=O)CCC1,3,,3.489491255
C[SH+](C)CCS[CH][CH]C1C(C(C)(C)C)CC[NH+]1C#N,4,,-2.403457024
C[S+](C)CCS[CH][CH]C1C(C(C)(C)C)CC[NH+]1C#N,4,,-1.718105441
C[PH](C)CCS[CH][C]1CC(C(C)(C)C)CC[CH]1C#N,4,,2.398541407
C[NH+](C)CCSC#[C]C1CC(C(C)(C)C)CC[CH]1C#N,4,,-0.269380498
C[C](C)CCSC#[C]C1CC(C(C)(C)C)CC[CH]1[CH],4,,3.047516369
C[C](C)CCSC#C[C]1[CH]C(C(C)(C)C)CC[C]1C#N,4,,2.730267189
C[C](C)CCSC#C[C]1CC(C(C)(C)C)CCC(C#N)[CH]1,4,,3.179448376
C[C](C)CCSC#C[C]1CC(C(C)(C)C)CCC(C#N)N1,4,,2.388544206
C[C](C)CCSC#CC1CC(C(C)(C)C)CCC(C#N)C1,4,,3.564007858
CC(C)(C)CSC1CC(C(C)(C)C)CCC(C#N)C1,4,,4.104839175
CC(C)(C)CSC1CCC(C(C)(C)C)CC(C#N)C1,4,,4.084333021
CC(C)CCSCSC1CCC(C(C)(C)C)CC1C(C)C#N,4,,4.663585473
CC(C)CCSC1CCC(C(C)(C)C)CC1C(C)(C)C#N,4,,4.717353589
CC(C)CCSC1CCC(C(C)(C)C)CC(C#N)C1,4,,4.242386053
CC(C)CCSC1CCC(C(C)(C)C)CC1C(C)C#N,4,,4.226961274
CC(C)CCSC1CCC(C(C)(C)C)CC1C#N,4,,3.854997115
CC(C)(C)CSC1CCC(C(C)(C)C)CC1C#N,4,,3.682300777
CC(C)CCCCSC1CCC(C(C)(C)C)CC1C#N,4,,4.756196425
CC(C)CCCCSC1CCC(C(C)(C)C)CC(C#N)CC1,4,,5.634193223
CC(C)CCCCSC1CCC(C(C)(C)C)CC(C#N)C1,4,,5.130995186
CC(C)CCCCCCCSC1CCC(C(C)(C)C)CC1C#N,4,,6.023746807
CN(c1ncnc(N2CCN(c3cccc[nH+]3)CC2)c1[N+](=O)[O-])C1CCCCC1,5,,3.554482533
CN(c1ncnc(N2CCN(c3ccccn3)CC2)c1[N+](=O)[O-])C1CCCCC1,5,,4.969610006
CN(c1ncnc(N2CCN(c3ccccc3)CC2)c1[N+](=O)[O-])C1CCCCC1,5,,5.70927539
CN(c1ncnc(N2CCC(c3ccccc3)CC2)c1[N+](=O)[O-])C1CCCCC1,5,,6.684140775
CN(c1ncnc(N2CCCCC2)c1[N+](=O)[O-])C1CCN(c2ccccn2)CC1,5,,4.922740775
CN(c1ncnc(N2CCCCC2)c1[N+](=O)[O-])c1cccc(-c2cccnc2)c1,5,,6.335123742
CN(c1ncnc(N2CCCCC2)c1[N+](=O)[O-])c1cccc(-c2ccccc2)c1,5,,7.093921544
CN(c1ncnc(N2CCCCC2)c1[N+](=O)[O-])c1ccccc1-c1ccccc1,5,,7.056370445
COc1cc(C[NH+]2CC[NH+]([NH+]3CCCC3)C2)ccc1OCC(=O)N1CCCC1,6,,-2.215722889
COc1cc(C[NH+]2CC([NH+]3CCCC3)C2)ccc1OCC(=O)N1CCCC1,6,,0.39117079
COc1cc(CN2CC([NH+]3CCCC3)=CC2=O)ccc1OCC1CCCC1,6,,3.849457323
COc1cc(CN2CC([NH+]3CCCC3)C2)ccc1OCC(=O)N1CCCC1,6,,2.569601559
COc1cc(C[NH+]2CC(N3CCCC3)C2)ccc1OCC1CCCCC1,6,,4.658204167
COc1cc(C[NH+]2CCCC2)ccc1OCC(=O)N1CCCCC1,6,,3.294949273
COc1cc(C[NH+]2CCCC2)ccc1OCC1CCCCC1C1CC1,6,,4.535685163
COc1cc(C[NH+]2CCCC2)ccc1OCC1CCCCC1,6,,4.761723336
COc1cc(CN2CCCC2)ccc1OCC1CCCCCCCCC1,6,,8.642958628
COc1cc(CN2CCCC2)ccc1OCC1CCCCCCCC1,6,,8.27642407
COc1cc(CN2CCCC2)ccc1OCC1CCCCCCC1,6,,8.325904051
COc1cc(CN2CCCC2)ccc1OCC1CCCCCCCCCC1,6,,9.008765545
COc1cc(CN2CCCCC2)ccc1OCC1CCCCCCCCC1,6,,9.008765545
COc1cc(CN2CCCCC2)ccc1OCC1CCCCCCCCCC1,6,,9.373904252
COc1cc(C[NH+]2CCN([NH+]3CCCC3)C2)ccc1OCC(=O)N1CCCC1,6,,-0.338650564
COc1cc(C[NH+]2CC(=[NH+]C3CCCC3)C2)ccc1OCC(=O)N1CCCC1,6,,1.066669746
COc1cc(C[NH+]2CCC=C(N3CCCC3)C2)ccc1OCC(=O)N1CC1,6,,2.1289334
COc1cc(C[NH+]2CCC=C(C3CCCC3)C2)ccc1OCC(=O)N1CC1,6,,3.2715405
COc1cc(CN2CCC=C(C3CCCC3)C2)ccc1OCC(=O)N1CC1,6,,6.030519903
COc1cc(CN2CCC=C(C3CCCC3)C2)ccc1OCC(=O)Cl,6,,6.803400841
COc1cc(CN2CCCC2)ccc1OCC(=O)N1CCCCC1,6,,6.021054768
COc1cc(CN2CCCC2C2CCCC2)ccc1OCC(=O)N1CC1,6,,5.704834132
COc1cc(CN2CCCC2)ccc1OCC(=O)N1CCCCC1CCl,6,,5.892284902
COc1cc(CC2CCCC2)ccc1OCC(=O)N1CCCCC1CCl,6,,6.943868594
COc1cc(CC2CCCC2)ccc1OCC(=O)N1CCCCCCC1,6,,7.804386353
COc1cc(CCC2CCCC2)ccc1OCC(=O)N1CCCCCC1,6,,7.799800726
COc1cc(CCC2CCCC2)ccc1OCC(=O)N1CCCCCCC1,6,,8.167534538
COc1cc(C[NH+]2CC[NH+](CC3CCC3)C2)ccc1OCC(=O)N1CCCC1,6,,0.544437753
COc1cc(C[NH+]2CC[NH+](CC3CCCC3)C2)ccc1OCC(=O)N1CCC1,6,,0.539506129
COc1cc(C[NH+]2CCC(N3CCCC3)C2)ccc1OCC(=O)N1CCCC1,6,,2.306669794
COc1cc(C[NH+]2CCC(N3CCCC3)C2)ccc1OCC(=O)C1CCCC1,6,,3.30337242
COc1cc(C[NH+]2CCC(N3CCCC3)C2)ccc1OCCCC1CCCC1,6,,4.611087346
COCCN1C[C]2[CH][CH][CH][CH]C=C(O2)N(C(=O)N(C)Cc2ccccn2)[CH]C1=O,7,,2.488043245
COCCN1C[CH]C2(OC=C[CH][CH]2)N(C(=O)N(C)Cc2ccccn2)[CH]C1=O,7,,1.859966215
COCCN1C[CH]C2(OC=C[CH]2)N(C(=O)N(C)Cc2ccccn2)[CH]C1=O,7,,1.747989733
COCCN1C=[C]C2(OC=C[CH]2)N(C(=O)N(C)Cc2ccccn2)[CH]C1=O,7,,1.614441082
COCCN1C=[C]C(C2C=CC=C[CH]2)N(C(=O)N(C)Cc2cnccn2)O1,7,,2.152248696
COCCN1C=[C]C(C2C=CC=C[CH]2)N(C(=O)N(C)Cc2cnccn2)C1=O,7,,2.630319466
COCCN1C=C(C[C]2[CH][CH][CH][CH]2)N(C(=O)N(C)Cc2ccccn2)C1=O,7,,3.724763987
COCCN1C=C(C[C]2[CH][CH][CH][CH]2)C(C(=O)N(C)Cc2ccccn2)C1=O,7,,3.20723674
COCCN1CCC(C[CH]c2ccco2)C(C(=O)N(C)Cc2cnccn2)[CH]1,7,,3.43120906
COCCN1CCC(C[CH]c2ccccn2)C(C(=O)N(C)Cc2cnccn2)O1,7,,2.88118305
COCCN1CCC(C[CH]c2ccccn2)C(C(=O)N(C)Cc2cnccn2)C1,7,,3.577559973
COCCC1CCC(Cc2ccccc2)C(C(=O)N(C)Cc2cnccn2)C1=C,7,,5.373427737
COCCN1C[CH]C23C=CC[N+]2(O1)N(C(=O)N(C)Cc1ccccn1)[CH]C3=O,7,,1.076531389
COCCN1C[CH]C23C=CC=[N+]2[CH]N(C(=O)N(C)Cc2ccccn2)N3C1=O,7,,1.241621984
COCCN1C[CH]C2=CCC=[C+]N2C(=O)N(C)N(Cc2ccccn2)[CH]C1=O,7,,2.141401401
COCCN1C[CH]C2=CCC=[C+]2N(C(=O)N(C)N(C)Cc2ccccn2)[CH]C1=O,7,,2.782890472
COCCN1C[CH]C2=CCCC(=C2)N(C(=O)N(C)Cc2ccccn2)[PH]1=O,7,,3.172699658
COCCN1[CH]C2=CCCC(=C2)N(C(=O)N(C)Cc2ccccn2)[P+]1=O,7,,3.494030588
COCCN1C(=O)C2=CCCC(C2)N(C(=O)N(C)Cc2ccccn2)[PH]1=O,7,,2.539110678
COCCN1C(=O)C2CCCC=C2N(C(=O)N(C)Cc2ccccn2)[P+]1=O,7,,3.719434844
COCCN1C(=O)C(=CCCCN(C)C(=O)N(C)Cc2ccccn2)[CH]C1=O,7,,3.610598259
COCCN1C(=O)C2(CCCC2)N(C(=O)N(C)Cc2ccccn2)[P+]1=O,7,,3.355900137
COCCC1CC2(CCCC=C2)[P+](=O)N(C(=O)N(C)Cc2ccccn2)C1,7,,4.472624255
COCCC1=C[P+](C)(CCCCC)N(C(=O)N(C)Cc2ccccn2)C1=O,7,,5.451817446
COCCC1CCCCC=CC(=O)N(C(=O)N(C)Cc2ccccn2)[C+]1CC,7,,5.007870531
COCCC1CC2(CCCC1)C(=O)N(C(=O)N(C)Cc1ccccn1)[C]2OC,7,,4.278814085
COCCC1CCCCC[P+](=O)N(C(=O)N(C)Cc2ccccn2)C1=CO,7,,4.783740882
COCCC1CCCCCCC(=O)N(C(=O)N(C)Cc2ccccn2)[C]1NC,7,,4.616959236
COCCCC1CCCCC1[P+](=O)N(C)C(=O)N(C)Cc1ccccn1,7,,5.462436069
COCCCC1CCCCC1[P+](=O)N(C)C(=O)N(C)Cc1cnccn1,7,,4.681716997
COCCCN1CC2CCCCC2N(C(=O)N(C)Cc2ccccn2)C1=O,7,,4.800586755
COCCCN1CC2CCCCC2N(C(=O)N(C)Cc2cnccn2)C1=O,7,,4.028995946
COCCCN1CC2CCCCC2N(C(=O)N(C)Cc2cnccn2)C1,7,,3.942730944
COCCCN1CCCCCCCCN(C(=O)N(C)Cc2cnccn2)CC1,7,,5.472874222
COCCCN1CCCCCCCCC(C(=O)N(C)Cc2cnccn2)CC1,7,,5.60757457
COCCN1C#Cc2[o+]ccc(N(C)OC(=O)N(C)Cc3ccccn3)[n+]2C1,7,,1.906970626
COCCN1C#Cc2[nH]cc[n+]2C(OC)(C(=O)N(C)Cc2ccccn2)[CH]1C,7,,0.729452764
COCCN1C#Cc2[nH]cc[n+]2C(OC)(C(=O)N(C)Cc2ccccn2)[C]1C,7,,1.10679405
COCCN1C#Cc2[nH]cc[n+]2C(OC(=O)N(C)CN(C)c2ccccn2)[CH]1,7,,1.157828324
COc1ccc(C=C2SC(=O)N(CC(=O)NCC(=O)[O-])C2=O)cc1OC,8,,0
COc1ccc(C=C2SC(=O)N(CC(=O)NCC(=O)[O-])C2=O)cc1,8,,0.031649123
COc1ccc(C=C2SC(=O)N(CC(=O)NCC#N)C2=O)cc1OC,8,,2.021961527
COc1ccc(C=C2SC(=O)N(CC(=O)NCCO)C2=O)cc1OC,8,,1.632797246
COc1ccc(C=C2SC(=O)N(CC(=O)NCCN)C2=O)cc1OC,8,,1.566351761
CCc1ccc(C=C2SC(=O)N(CC(=O)NC)C2=O)cc1OC,8,,2.73493666
CCc1ccc(C=C2SC(=O)N(CC(C)=O)C2=O)cc1OC,8,,3.548639339
CCc1ccc(C=C2SC(=O)N(CCOC)C2=O)cc1OC,8,,3.68409968
CCc1ccc(C=C2SC(=O)N(CC)C2=O)cc1OC,8,,4.096870747
CCOc1ccc(C=C2SC(=O)N(CC)C2=O)cc1OC,8,,4.03864706
CCCc1ccc(C=C2SC(=O)N(CC)C2=O)cc1OC,8,,4.467819739
CCCc1ccc(C=C2SC(=O)N(CC)C2=O)cc1OCCC,8,,5.16145177
CCCc1ccc(C=C2SC(=O)N(CCCCC)C2=O)cc1OC,8,,5.639012384
CCCc1ccc(C=C2SC(=O)N(CCCCCC)C2=O)cc1OC,8,,6.012924098
CCCc1ccc(C=C2SC(=O)N(CCCCCCCC)C2=O)cc1OC,8,,6.756790783
CCCc1ccc(C=C2SC(=O)N(CCCCC(C)CC)C2=O)cc1OC,8,,6.050962433
COc1ccc(C=C2SC(=O)N(CC(=O)NCC=O)C2=O)cc1OC,8,,1.662890892
COc1ccc(C=C2SC(=O)N(CC(=O)NN)C2=O)cc1OC,8,,1.478219077
COc1ccc(C=C2SC(=O)N(CC(=O)O)C2=O)cc1OC,8,,2.715416262
COc1ccc(C=C2SC(=O)N(CC#N)C2=O)cc1OC,8,,2.952820959
CCc1ccc(C=C2SC(=O)N(CC#N)C2=O)cc1OC,8,,3.363081702
COc1ccc(C=C2SC(=O)N(CC#N)C2=O)cc1SC,8,,3.31660584
COc1ccc(C=C2SC(=O)N(CCCCO)C2=O)cc1OC,8,,3.343598645
CCCOc1ccc(C=C2SC(=O)N(CC#N)C2=O)cc1OC,8,,3.658396193
CCCOc1ccc(C=C2SC(=O)N(CCCCC)C2=O)cc1OC,8,,5.531772889
COc1ccc(C=C2SC(=O)N(CC(=O)NCC[NH3+])C2=O)cc1OC,8,,0.389251427
COc1ccc(C=C2SC(=O)N(CC(=O)NC)C2=O)cc1OC,8,,2.313283912
CCc1ccc(C=C2SC(=O)N(CCC#N)C2=O)cc1OC,8,,3.780354711
CCc1ccc(C=C2SC(=O)N(CCCC(C)C)C2=O)cc1OC,8,,5.416346326
CCCc1ccc(C=C2SC(=O)N(CCCC(C)C)C2=O)cc1OC,8,,5.783847413
CCCc1ccc(C=C2SC(=O)N(CCCC(C)C)C2=O)cc1OCCC,8,,6.478198427
CCCc1ccc(C=C2SC(=O)N(CCCCCC(C)C)C2=O)cc1OC,8,,6.551954119
COCC[NH+]1CC[CH]C2CCCC[CH]2C1,9,,-0.202832745
COCC[CH][CH]1CC[CH]C2CCCC[CH]2C1,9,,3.792558065
COCC[CH]1CC[CH]C2CCCC[CH]2C1,9,,4.184878095
COCC[CH]1CC[CH]C2CCCC[CH]C2C1,9,,3.876951845
COCC[CH]1CC[CH]CC2CCCC[CH]2C1,9,,4.624305871
COCC[CH]1CC[CH]C2CCCCCC2C1,9,,4.643970356
COCC[CH]1CC[CH]C2CCCCC2CC1,9,,4.735007344
COCC[CH]1CC[CH]CC2CCCCC2CC1,9,,4.740254652
COCC[CH]1CCCCC2CCCCC2CC1,9,,5.623700344
COCC[CH]1CCCCCCCCCCCCCC1,9,,8.028026739
COCCCCC1CCCCCCCCCCCC1,9,,8.04493141
COCCCCC1CCCCCCCCCCCCC1,9,,8.418487723
COCCCCC1CCCCCCCCCCCCCC1,9,,8.790606876
COCCCC1CCCCCCCCCCCCCCC1,9,,8.781879333
COCCC1CCCCCCCCCCCCCCCC1,9,,8.84462669
COCCCC1CCCCCCCCCCCCCCCC1,9,,9.185337129
COCCC1CCCCCCCCCCCCCCCCC1,9,,9.248386388
COCCCC1CCCCCCCCCCCCCCCCC1,9,,9.58619601
COCCCCC1CCCCCCCCCCCCCCCCC1,9,,9.960114081
COCCCCC1CCCCCCCCCCCCCCCCCC1,9,,10.35616179
COCCCCC1CCCCCCCCCCCCCCCCCCC1,9,,10.7502692
COCCCCC1CCCCCCCCCCCCCCCCCCCC1,9,,11.14259258
COCCCCC1CCCCCCCCCCCCCCCCCCCCC1,9,,11.53326935
COCC[CH][CH]1CC[CH+]C2CCCC2C1,9,,2.565597815
COCC[PH+]1CC[CH]C2CCCC2C1,9,,1.516623959
COCC[CH]1CC[CH]2CCCC[CH]2C1,9,,4.724642026
COCC[CH+]C1CC2CCCC[CH]2C1,9,,3.200877782
COCC[CH+]CC1CC2CCCC[CH]2C1,9,,3.724418093
COCC[CH+]C1CCCCC2CCCC21,9,,3.567695227
COCC[CH+]C1CCC2CCCCC2C1,9,,3.556001521
COCCC[CH]1CCC2CCCCC2C1,9,,5.150925157
COCCC[CH]1CCCCC2CCCCC2C1,9,,5.964279722
COCCC[CH]1CCCCC2CCCCC2CC1,9,,6.025481909
COCC[CH]1CCCCCCCC2CCCCC2C1,9,,6.332939004
COCCC[CH]1CCCCCCCC2CCCCC2C1,9,,6.730869326
COCCC[CH]1CCCCCCCCCCCCCCCC1,9,,9.185337129
COCCC1CCCCCCCCCC2CCCCC2C1,9,,7.11192133
COCCC1CCCCCCCCCCCCCCCCCC1,9,,9.649520531
COCCC1CCCCCCCCCCCCCCCCCCC1,9,,10.04827553
COCCC1CCCCCCCCCCCCCCCCCCCC1,9,,10.44486378
COCCC1CCCCCCCCCCCCCCCCCCCCC1,9,,10.83946961
COCCC1CCCCCCCCCCCCCCCCCCCCCC1,9,,11.23225403
COCCC1CCCCCCCCCCCCCCCCCCCCCCC1,9,,11.6233585
COCC[NH+]1CCC[CH]C2CCCC[CH]2C1,9,,0.227851534
COCC[NH+]1CCC[C]2CCCC[CH]2C1,9,,0.215477884
COCC[CH]1CC[CH][C]2CCCC[CH]2C1,9,,4.006516135
COCC[CH]1CC[CH]2CCCCC2[CH]1,9,,3.699542345
COCC[CH]1CC[CH]2CCCCC2C1,9,,4.724642026
COCC[CH]1CCC2CCCC[CH]2C1,9,,4.724642026
COCC[CH]1CCC2CCCCC2C1,9,,4.724642026
COCC[CH]1CCCCCCCCCCC1,9,,6.893226471
COCC[CH]1CCCCCCCCCCCC1,9,,7.273717563
COCC[CH]1CCCCCCCCCCCCC1,9,,7.651873827
COCC[CH]1CCCCCCCCCCCCCCCC1,9,,8.84462669
COCC[CH]1CCCCCCCCCCCCCCCCC1,9,,9.248386388
COCC[CH]1CCCCCCCCCCCCCCCCCCC1,9,,10.04827553
COCC[CH]1CCCCCCCCCCCCCCCCCCCC1,9,,10.44486378
COCC[CH]1CCCCCCCCCCCCCCCCCCCCC1,9,,10.83946961
COCC[CH]1CCCCCCCCCCCCCCCCCCCCCCC1,9,,11.6233585
CCC[NH+](C1CCC([NH3+])CC1)[C]1CCOC1,10,,0.314659168
CCC[NH+](C1CCC([NH3+])CC1)C1CCOCC1,10,,0.843201891
CCC[NH+](C1CCC(C#N)CC1)C1CCOCC1,10,,3.010929195
CCC[NH+](C1CCC(CCC)CC1)C1CCCOCC1,10,,4.887996594
CCC[NH+](C1CCC(CCC)CC1)C1CCCCCC1,10,,6.427865658
CCC[NH+](C1CCC(CCC)CC1)C1CCCCCCC1,10,,6.890469598
CCC[NH+](C1CCC(CCC)CC1)C1CCCCCCCC1,10,,6.926494905
CCC[NH+](C1CCC(CCC)CC1)C1CCCCCCCCC1,10,,7.370845233
CCC[NH+](C1CCCCCCCCCCC1)C1CCC(CCC)CC1,10,,8.238169453
CCC[NH+](C1CCCCCCCCCCCC1)C1CCC(CCC)CC1,10,,8.662783648
CCC[NH+](C1CCCCCCCCCCCCCC1)C1CCC(CCC)CC1,10,,9.548428813
CCC[NH+](C1CCC([NH3+])CC1)[C]1CCCOC1,10,,0.86548828
CCC[NH+](C1CCC([NH3+])CC1)C1CCCOC1,10,,0.548155281
CCC[NH+](C1CCC([NH3+])CC1)C1CCCCOCC1,10,,1.646768404
CCC[NH+](C1CCC([NH3+])CC1)C1CCOCC1CC,10,,1.13372661
CCC[NH+](C1CCC([NH3+])CC1)C1CCCCCCC1,10,,3.207900776
CCC[NH+](C1CCC([NH3+])CC1)C1CCCCC1,10,,2.129697809
CCC[NH+](C1CCC([NH3+])CC1)C1CCCCCC1,10,,2.67915955
CCC[NH+](C1CCC(C#N)CC1)C1CCCCCC1,10,,4.792790986
CCC[NH+](C1CCC(CC)CC1)C1CCCCCCC1,10,,6.444371229
CCC[NH+](C1CCC(CC)CC1)C1CCCCCC1,10,,5.971339658
CCC[NH+](C1CCC(CC)CC1)C1CCCCCCCC1,10,,6.489352656
CCC[NH+](C1CCC(CC)CC1)C1CCCCCCCCC1,10,,6.941453078
CCC[NH+](C1CCC(CC)CC1)C1CCCCCCCCCC1,10,,7.385133637
CCC[NH+](C1CCC(CC)CC1)C1CCCCCCCCCCC1,10,,7.821449489
CCC[NH+](C1CCC(CC)CCCCCCC1)C1CCCCCCC1,10,,7.837740776
CCC[NH+](C1CCC(CC)CCCCCCCC1)C1CCCCCCC1,10,,8.26170831
CCC[NH+](C1CCC(CC)CCCCCCCCC1)C1CCCCCCC1,10,,8.706708358
CCC[NH+](C1CCC(CC)CCCCCCCCC1)C1CCCCCCCC1,10,,9.146202102
CCC[NH+](C1CCC(CCC)CCCCCCCCC1)C1CCCCCCC1,10,,9.108399511
CCC[NH+](C1CCC([NH3+])CC1)[C]1[CH][CH][CH][CH]1,10,,0.522224854
CCC[NH+](C1CCC([NH3+])CC1)C1CCOCO1,10,,-0.058345975
CCC[NH+](C1CCC([NH3+])CC1)C1CCCOCC1,10,,1.122865439
CCC[NH+](C1CCC(C)CC1)C1CCCCCC1,10,,5.521781147
CCC[NH+](C1CCC(C)CC1)C1CCCOCC1,10,,3.965487037
CCC[NH+](C1CCC(C)CC1)C1CCCCC1,10,,5.022341137
CCC[NH+](C1CCC(C)CC1)C1CCCCCCC1,10,,6.00595756
CCC[NH+](C1CCC(CCC)CC1)C1CCC(CC)CC1,10,,6.585908337
CCC[NH+](C1CCC(CCC)CC1)C1CCC(CCC)CC1,10,,7.449447715
CCC[NH+](C1CCC(CCC)CC1)C1CCC(CCCCC)CC1,10,,7.933315274
CCC[NH+](C1CCC(CCC)CC1)C1CCC(CCCCCCC)CC1,10,,8.791433853
CCC[NH+](C1CCC(CCC)CC1)C1CCC(CCCCCCCCC)CC1,10,,9.628179627
CC(C)CNC(=O)[NH+](C)[NH+]1CCCN(CC[NH3+])CC1,11,,-1.948946154
CC(C)CNC(=O)[NH+](C)C[NH+]1CCCN(CCN)CC1,11,,-0.76515697
CC(C)CNC(=O)[NH+](C)[C-]1CCCN(CC[NH3+])CC1,11,,0.995723163
CC(C)CNC(=O)[NH+](C)C1CCCN(CC[NH3+])CC1,11,,1.185885503
CC(C)CNC(=O)[PH](C)[NH+]1CCCN(CCN)CC1,11,,1.795569822
CC(C)CNC(=O)N(C)[NH+]1CCCN(CCN)CC1,11,,1.527949436
CC(C)CNC(=O)C(C)[NH+]1CCCN(CCN)CC1,11,,1.308265089
CC(C)CNC(=O)N(C)[C]1CCCN(CCCN)CC1,11,,5.816577424
CC(C)CNC(=O)C(C)N1CCCN(CCCN)CC1,11,,5.008403374
CC(C)CNC(=O)C(C)N1CCCN(CCCCCN)CC1,11,,5.780181827
CC(C)CNC(=O)C(C)N1CCCN(CCCCCCN)CC1,11,,6.156002671
CC(C)CNC(=O)C(C)N1CCCN(CCCCCC=N)CC1,11,,6.520637815
CC(C)CNC(=O)C(C)C1CCCN(CCCCCC=O)CC1,11,,7.18043761
CC(C)CNC(=O)C(C)C1CCCN(CCCCCCC=O)CC1,11,,7.568712037
CC(C)CNC(=O)C(C)C1CCCN(CCCCCCCCO)CC1,11,,7.881174842
CC(C)CNC(=O)C(C)C1CCCN(CCCCCCCCCO)CC1,11,,8.259007502
CC(C)CNC(=O)C(C)C1CCCN(CCCCCCCCCCO)CC1,11,,8.635196588
CC(C)CNC(=O)C(C)C1CCCN(CCCCCCCCCC=O)CC1,11,,8.718911973
CC(C)CNC(=O)C(C)C1CCCN(CCCCCCCCCCC=O)CC1,11,,9.098290268
CC(C)CNC(=O)C[PH+](C)[NH+]1CCCN(CC[NH3+])CC1,11,,-0.090375432
