SMILES,mol_id,improve
N#CC1CN(C(=O)C2CCCc3ccccc32)Cc2ccccc21,52,3.487910077
N#CC1CN(C(=O)C2CCCc3ccccc32)c2ccccc2O1,52,3.074781726
N#CC1CN(C(=O)C2CCCc3ccccc32)c2ccccc2CO1,52,3.150065624
N#CC1CN(C(=O)C2CCCc3ccccc32)c2ccccc2CCO1,52,3.242326561
N#CC1CN(C(=O)C2CCCc3ccccc32)c2ccccc2CCCO1,52,3.226796923
N#CC1CN(C(=O)C2CCCc3ccccc32)Cc2ccccc2O1,52,3.079960461
N#CC1CN(C(=O)C2CCCc3ccccc32)Cc2ccccc2CO1,52,3.164852067
N#CC1CN(C(=O)C2CCCc3ccccc32)Cc2ccccc2CCO1,52,2.831688744
N#CC1CN(C(=O)C2CCCc3ccccc32)Cc2ccccc2CCCO1,52,3.229723282
N#CC1CN(C(=O)C2CCCc3ccccc32)Cc2cc3ccccc3cc21,52,4.577779448
N#CC1CN(C(=O)C2CCCc3ccccc32)C2CCCC12,52,2.458040232
N#CC1CN(C(=O)C2CCCc3ccccc32)C2CCCCC12,52,2.888126762
N#CC1CN(C(=O)C2CCCc3ccccc32)c2ccccc21,52,3.470528819
O=C(N[NH+]1CCCN(CC2=c3ccccc3=[NH+]C2)C1)C1C=CN=C2C=CC=CN21,53,-0.059542697
O=C(N[NH+]1CCCN(CC2=c3ccccc3=[NH+]C2)C1)C1C=CN=C2C=CC=CC21,53,0.470185957
O=C(N[NH+]1CCCN(CC2=c3ccccc3=NC2)C1)C1C=CN=C2C=CC=CC21,53,2.823236226
C=C(CC1CCCN(C(=O)OCc2ccccc2)C1)C1C=CC=C2C=CC=CC21,53,10.70968814
CCC(CC1CCCN(C(=O)Cc2ccccc2)C1)C1=CC=CC2C=CC=CC12,53,10.51594025
C=C(CC1CCCN(Cc2ccccc2)C1)C(=O)C1C=CC=C2C=CC=CC21,53,10.11547695
C=C(CC1CCCC(Cc2ccc3ccccc3c2)C1)C(=O)CCC1C=CC=C1,53,12.3627072
COC(=O)c1cc(NC(=O)[N]2CC[CH][NH2+]C2C)ccc1F,54,0.54605585
COC(=O)c1cc(NC(=O)[C]2[CH][CH][CH][C]2C)ccc1F,54,2.8557095
COC(=O)c1cc(NC(=O)[C]2CC[CH][CH][CH]2)ccc1F,54,2.754743805
COC(=O)c1cc(NC(=O)NC2[CH][CH][CH][CH]2)ccc1F,54,2.185406443
COC(=O)c1cc(NC(=O)NC2C[CH][CH][CH]2)ccc1F,54,2.048426009
COC(=O)c1cc(NC(=O)CC2C[CH][CH][CH]2)ccc1F,54,2.624655679
COC(=O)c1cc(NC(=O)C[C]2[CH][CH][CH][CH]2)ccc1F,54,3.027491223
COC(=O)c1cc(NC(=O)CC[C]2[CH][CH][CH]2)ccc1F,54,3.43854915
COC(=O)c1cc(NC(=O)CC[C]2C=CCC2)ccc1F,54,3.901622298
COC(=O)c1cc(NC(=O)CC2CC=C(F)C2)ccc1F,54,3.519623144
COC(=O)c1cc(NC(=O)CC2CC=C(F)CC2)ccc1F,54,3.948028649
COC(=O)c1cc(NC(=O)CCC2CCC(F)CC2)ccc1F,54,4.87680265
COC(=O)c1cc(NC(=O)CCCCCC2CCC(F)CC2)ccc1F,54,6.003673099
COC(=O)c1cc(NC(=O)[N+]2=C[NH2+]CC[C]2C)ccc1F,54,0.178119663
COC(=O)c1cc(NC(=O)C2[CH][CH][CH][CH]2)ccc1F,54,2.290813653
COC(=O)c1cc(NC(=O)C2[CH][CH][CH][C]2C)ccc1F,54,2.289463841
COC(=O)c1cc(NC(=O)N[C]2[CH][CH][CH][C]2C)ccc1F,54,2.882176746
COC(=O)c1cc(NC(=O)S[C]2[CH][CH][CH][C]2C)ccc1F,54,3.819946507
COC(=O)c1cc(NC(=O)SC2CC[CH]CC2CC)ccc1F,54,4.060972115
COC(=O)c1cc(NC(=O)SC2CCCCC2COC)ccc1F,54,3.920745248
COC(=O)c1cc(NC(=O)SC2CCCCC2CC)ccc1F,54,4.780633557
COC(=O)c1cc(NC(=O)SC2CCCCC2CCCC)ccc1F,54,5.519358385
COC(=O)c1cc(NC(=O)SC2CCCCC2C2CCCC2)ccc1F,54,5.497360655
COC(=O)c1cc(NC(=O)SC2CCCCC2C2CCCCC2)ccc1F,54,5.89276364
COC(=O)c1cc(NC(=O)SCCCCCC[C]2CCCCC2)ccc1F,54,6.774761291
COC(=O)c1cc(NC(=O)[NH2+]C2CC[CH]NC2C)ccc1F,54,-0.108782993
COC(=O)c1cc(NC(=O)[C]2NC[CH][C]2C)ccc1F,54,1.767530199
COC(=O)c1cc(NC(=O)[C]2N[CH][CH][C]2C)ccc1F,54,1.859444954
COC(=O)c1cc(NC(=O)[C]2[CH][CH][CH][C]2F)ccc1F,54,2.642692856
COC(=O)c1cc(NC(=O)[C]2[CH][CH][CH][C]2Br)ccc1F,54,3.091903206
COC(=O)c1cc(NC(=O)[C]2[CH][CH][CH][C]2C(C)C)ccc1F,54,3.413302287
COC(=O)c1cc(NC(=O)O[C]2[CH][CH][CH][C]2C)ccc1F,54,3.273226878
COC(=O)c1cc(NC(=O)O[C]2CC=CCC2C)ccc1F,54,3.66596329
COC(=O)c1cc(NC(=O)OC2CC=CCC2C)ccc1F,54,3.582741004
COC(=O)c1cc(NC(=O)c2ccccc2CCO)ccc1F,54,3.740141112
COC(=O)c1cc(NC(=O)c2ccccc2CCOC)ccc1F,54,4.378540808
COC(=O)c1cc(NC(=O)c2ccccc2C(C)C)ccc1F,54,5.360872465
C[CH][C]1[CH]C(C(=O)[O-])CCN1S(=O)(=O)[CH]C(C)C#N,55,0.028184484
C[CH]C1[CH]C(C(=O)[O-])CCN1S(=O)(=O)[CH]C(C)C#N,55,-0.22601792
C[CH]C1[CH]C(C(=O)[O-])CCN1S(=O)(=O)C(C)(C)C#N,55,0.150438443
CC1[CH]N(C(=O)[O-])CCN1S(=O)(=O)[CH]C(C)(C)C#N,55,0.498968099
CC1C[CH]C(C#N)CCN1S(=O)(=O)[CH]C(C)C(=O)[O-],55,0.299432695
CC1C[CH]C(C#N)CCN1S(=O)(=O)N(C)C(=O)[O-],55,0.331880565
CC1C[CH]C(C#N)CCN1S(=O)(=O)C(C)C(=O)[O-],55,0.166832985
CC1C[CH]C(C(=O)[O-])CCN1S(=O)(=O)C(C)C#N,55,0.266009744
CC1C[CH]C(C(=O)O)CCN1S(=O)(=O)C(C)C#N,55,1.994924474
CCC1[CH]C(C(=O)O)CCN1S(=O)(=O)C(C)C#N,55,1.970458026
CCC1[CH]C(C#N)CCN1S(=O)(=O)C(C)C#N,55,2.178739211
CCC1C(C#N)CCN1S(=O)(=O)C(C)C(C)C,55,3.476933616
CCC1CC(C#N)CCN1S(=O)(=O)C(C)C#N,55,2.882841518
CCC1CC(C(C)C)CCN1S(=O)(=O)C(C)C#N,55,4.31619143
CC1[CH]C(C(=O)[O-])CCC1S(=O)(=O)[CH-]C(C)(C)C#N,55,0.863812438
CC1[CH]C(C(=O)[O-])CCC1S(=O)(=O)C(C)(C#N)C#N,55,0.165458482
CC1[CH]C(C(=O)[O-])CCC1S(=O)(=O)C(C)C(C)C#N,55,0.825623551
CCC1[CH]C(C(=O)[O-])CCN1S(=O)(=O)C(C)C#N,55,0.241543296
CCC1[C](C(=O)C#N)CCN1S(=O)(=O)C(C)C#N,55,1.855601481
CCCC1[C](C#N)CCN(S(=O)(=O)C(C)C(=O)Cl)C1,55,3.241598484
CCCC1CC(C#N)CCN1S(=O)(=O)C(C)C(=O)Cl,55,3.505877003
CCCC1CC(C#N)CCN1S(=O)(=O)C(C)C(C)=O,55,3.44349731
CCCC1CC(C#N)CCN1S(=O)(=O)C(C)C(C)CC,55,4.733944565
CCCC1CC(C(=O)C(C)C)CCN1S(=O)(=O)C(C)C#N,55,4.23638406
C[CH]C1[CH]C(C(=O)[O-])CCN1S(=O)(=O)[CH+]C(C)C#N,55,-0.455459766
C[CH][C]1[CH]C(C(=O)[O-])CCN1S(=O)(=O)N([CH2-])C#N,55,-0.666310638
C[CH][CH][CH]C(=O)N1CCN(S(=O)(=O)N(C)C#N)CC1,55,1.589483896
CC1[CH]C(S(=O)(=O)[O-])CCN1C(=O)N(C)C#[N+]C#N,55,0.38886833
CC1[CH]C(S(=O)(=O)[O-])CCN1C(=O)N(C)CCC#N,55,1.578028638
CC1[CH]C(S(=O)(=O)[O-])CCN1C(=O)N(C#N)C#N,55,0.259743052
CC1[CH]C(S(=O)(=O)[O-])CCN(C(=O)N(C)C#N)C1,55,1.04986829
CC1CC(C(=O)[O-])CCC1S(=O)(=O)N(C)CCC#N,55,1.098718234
CC1CCC(S(=O)(=O)[O-])CCN1C(=O)C(C)CCC#N,55,2.993142464
CC1CCC(C(=O)[O-])CCN1S(=O)(=O)C(C)CCC#N,55,1.857601535
CC1CCC(C(=O)[O-])CCN(S(=O)(=O)C(C)C#N)C1,55,1.611291772
CC1CCC(C(=O)[O-])CCN(S(=O)(=O)C(C)C#N)C1C,55,1.608398026
CC1CCC(C(=O)[O-])CCN1S(=O)(=O)C(C)C(C)C#N,55,1.441235009
CC1CCC(C(=O)OC(C)C)CCN(S(=O)(=O)CCC#N)CC1,55,4.514461621
CC1CCC(C(=O)OC(C)C)CCN(S(=O)(=O)C(C)C#N)C1,55,4.271856043
CC1CCC(C(=O)OC(C)C)CCN(S(=O)(=O)C(C)C#N)CC1,55,4.293098447
CC1CCC(C(=O)N2CCC(S(=O)(=O)C(C)C#N)CC2)C1C,55,3.783436824
CC1CCC(C(=O)N2CCC(S(=O)(=O)C(C)C(C)C#N)CC2)CC1,55,5.020884316
CC1CCC(C(=O)c2ccc(S(=O)(=O)C(C)C(C)C#N)cc2)CC1,55,6.581039346
CC1CCC(C(=O)c2ccc(S(=O)(=O)C(C)C(C#N)C#N)cc2)CC1,55,6.176176994
CC1CCC(C(=O)c2ccc(S(=O)(=O)C(C)C(C)C#N)cc2)CCC1,55,6.668319199
CC1CCC(C(=O)c2ccc(S(=O)(=O)C(C)C#N)cc2)CCC1C,55,6.456555651
O=C([O-])COc1ccccc1C=NNC(=O)C1CC1,56,0
N#CCOc1ccccc1C=NNC(=O)C1CC1,56,2.097092327
C#CCOc1ccccc1C=NNC(=O)C1CC1,56,2.131677033
C#CCOc1ccccc1C=NNC(=O)C1CCC1,56,2.523896759
C#CCOc1ccccc1C=NNC(=O)C1CCCC1,56,2.92292469
C=CCOc1ccccc1C=NNC(=O)C1CCCC1,56,3.593261825
C=CCOc1ccccc1C=NNC(=O)C1CCCCC1,56,3.981512506
C=CCOc1ccccc1C=NNC(=O)C1CCCCCC1,56,4.366965935
C=CCOc1ccccc1C=NNC(=O)C1CCCCCCC1,56,4.749967889
C=CCCOc1ccccc1C=NNC(=O)C1CCCCCCC1,56,5.081409015
CCCCCOc1ccccc1C=NNC(=O)C1CCCCCCC1,56,5.87541403
CCCCCOc1ccccc1C=NNC(=O)C1CCCCCCCC1,56,5.830208756
CCCCCOc1ccccc1C=NNC(=O)C1CCCCCCCCC1,56,6.200695702
CCCCCOc1ccccc1C=NNC(=O)C1CCCCCCCCCC1,56,6.570167044
CC(=O)COc1ccccc1C=NNC(=O)C1CC1,56,2.264158636
CC(=O)COc1ccccc1C=NNC1CCCCCC1,56,3.814313389
CCC(C)COc1ccccc1C=NNC(=O)C1CC1,56,3.247487733
CC(C)COc1ccccc1C=NNC(=O)C1CC1,56,3.398981277
CC(C)COc1ccccc1C=NNC(=O)C1CCCCC1,56,4.536926374
CC(C)COc1ccccc1C=NNC(=O)C1CC=CCC1,56,3.552693633
CC(C)COc1ccccc1C=NNC(=O)COCC1CC1,56,3.234304148
CC(C)CCOc1ccccc1C=NNC(=O)C1CCCCC1,56,4.907867701
CC(C)CCOc1ccccc1C=NNC(=O)COCC1CC1,56,3.612266442
CC(C)CCOc1ccccc1C=NNC(=O)CCC1CCCCC1,56,5.607157286
CCCCCCOc1ccccc1C=NNC(=O)CCC1CCCCC1,56,6.190239357
CCCCCCCOc1ccccc1C=NNC(=O)CCC1CCCCC1,56,6.557922434
CCCCCCCCOc1ccccc1C=NNC(=O)CCC1CCCCC1,56,6.924795068
CCCCOc1ccccc1C=NNC(=O)C1CC1,56,3.628563425
CCCCOc1ccccc1C=NNC(=O)C1CCC1,56,4.000050824
CCCCOc1ccccc1C=NNC(=O)C1CCCC1,56,4.374823729
CCCCCOc1ccccc1C=NNC(=O)C1CCCC1,56,4.752583002
CCCCCOc1ccccc1C=NNC(=O)C1CCCCC1,56,5.128348371
CCCCCOc1ccccc1C=NNC(=O)COCC1CCCC1,56,4.581107286
CCCCCOc1ccccc1C=NNC(=O)CCCCC1CCCCC1,56,6.556397605
CCCCCCOc1ccccc1C=NNC(=O)CCCCC1CCCCC1,56,6.923326025
C[CH]C1C[CH]C(C(=O)NC2CCS(=O)(=O)C2)C[CH+]1OC,57,-1.282785267
C[CH]C1C[CH]C(C(=O)CC2CCS(=O)(=O)C2)C[C](C)O1,57,0.603051744
C[CH]C1C[C](C(=O)OC2CCS(=O)(=O)C2)C[C](C)O1,57,-0.068174471
C[C]1C[CH]C(C(=O)OC2CCS(=O)(=O)C2)CC(C)O1,57,0.016676568
C[C]1CN(C[CH]C(=O)C2CCS(=O)(=O)C2)CC(C)O1,57,-0.54960027
C[C]1CN(C[CH]C2CCS(=O)(=O)C2)CC(=O)OC(C)C1,57,-0.307449236
C[C]1CN(C(=O)CC2CCS(=O)(=O)C2)CC(C)O1,57,0.188243266
C[C]1CCN(C(=O)CC2CCS(=O)(=O)C2)CC(C)C1,57,1.41187186
C[C]1CN(C(=O)CC2CCS(=O)(=O)C2)CC(C)(C)O1,57,0.69853896
C[C]1CCN(C(=O)C2CCS(=O)(=O)C2)CC(C)(C)C1,57,1.504127196
C[CH]1CC(C(=O)C2CCS(=O)(=O)CC2)CC(C)(C)C1,57,2.557319434
C[C]1CN(C(=O)C2CCS(=O)(=O)CC2)CC(C)(C)C1,57,1.923033886
C[CH]1CC(C(=O)C2CCS(=O)(=O)CC2)CC(C)C1,57,2.259115432
C[C]1CCN(C(=O)C2CCS(=O)(=O)C2)CC(C)C1,57,1.006278744
CC1CCC(C(=O)C2CCS(=O)(=O)C2)CC(C)O1,57,0.978862846
CC1CC(C(=O)C2CCS(=O)(=O)C2)CCC(C)O1,57,0.978862846
CC1CCC(C(=O)C2CCS(=O)(=O)C2)CC1C,57,1.57752928
CC1CCN(C(=O)C2CCS(=O)(=O)C2)CC1(C)C,57,1.151383721
CC1CCN(C(=O)C2CCS(=O)(=O)C2)CC(C)C1,57,1.388146412
CC1CCC(C(=O)C2CCS(=O)(=O)C2)CC(C)C1,57,2.041584196
CC1CCC(C(=O)C2CCS(=O)(=O)C2)CC(C)(C)C1,57,2.423509238
C[CH]C1CN(C(=O)CC2CCS(=O)(=O)C2)C[CH+]C(C)O1,57,-0.776956857
C[CH]C1CN(C(=O)CCC2CCS(=O)(=O)C2)C[CH]C(C)O1,57,-0.02242474
C[CH]C1CN(C(=O)OC2CCS(=O)(=O)C2)CCC(C)O1,57,0.148353423
C[CH]C1CN(C(=O)C2CCS(=O)(=O)C2)CCC(C)O1,57,-0.124752485
C[C]1CCN(C(=O)C2CCS(=O)(=O)C2)CC(C)O1,57,0.265431335
C[C]1CCC(C(=O)C2CCS(=O)(=O)C2)CC(C)O1,57,0.866716946
C[C]1CC(C(=O)C2CCS(=O)(=O)CC2)CC(C)O1,57,1.06025504
C[C]1CCC(C(=O)C2CCS(=O)(=O)CC2)CC(C)O1,57,1.521947304
C[C]1CC(C(=O)C2CCS(=O)(=O)CC2)CC(C)(C)O1,57,1.713733983
CC1CC(C(=O)C2CCS(=O)(=O)CC2)CC(C)(C)O1,57,1.557775995
CC1CCCC(C(=O)C2CCS(=O)(=O)CC2)CC(C)O1,57,2.029186919
CC1CCCN(C(=O)C2CCS(=O)(=O)CC2)CC(C)O1,57,1.405660275
CC1CCCN(C(=O)C2CCS(=O)(=O)CC2)CC(C)(C)O1,57,1.862132897
CC1CCCN(C(=O)C2CCS(=O)(=O)CC2)CC(C)(C)C1,57,2.830272573
C[CH]C1C[CH]N(C(=O)CC2CCS(=O)(=O)C2)C[CH+]1OC,57,-0.944625529
C[CH]N1C[CH]C(C(=O)CC2CCS(=O)(=O)C2)C[CH+]1OC,57,-1.035640074
C[CH]C1C[CH]N(C(=O)CC2CCS(=O)(=O)C2)C[CH]1OC,57,-0.225856577
C[CH]C1CN(C(=O)CC2CCS(=O)(=O)C2)C[CH+](C)O1,57,-1.120077929
C[CH]C1CN(C(=O)CC2CCS(=O)(=O)C2)CC[S+](C)C1,57,-0.552971892
C[CH]C1CN(C(=O)CC2CCS(=O)(=O)C2)CN(C)[CH]1,57,-0.527866542
C[CH]C1CN(C(=O)CC2CCS(=O)(=O)C2)CC[N+](C)(C)C1,57,-0.25785002
C[CH]C1CN(C(=O)C2CCS(=O)(=O)C2)CCN(C)C1,57,-0.32382814
C[CH]C1CN(C(=O)C2CCS(=O)(=O)C2)CC(C)(C)[CH]1,57,0.339477262
C[C]1CN(C(=O)C2CCS(=O)(=O)C2)CC(C)(C)[CH]1,57,0.530133349
C[CH]C1CN(C(=O)C2CCS(=O)(=O)C2)CC(C)(C)O1,57,-0.044661607
C[C]1CN(C(=O)C2CCS(=O)(=O)C2)CC(C)(C)O1,57,0.312720272
C[C]1CC(C(=O)C2CCS(=O)(=O)C2)CC(C)(C)O1,57,0.981935259
CC1[CH]C(C(=O)C2CCS(=O)(=O)C2)CS(=O)C1,57,-1.457890754
C[C]1CC(C(=O)C2CCS(=O)(=O)C2)CC(C)O1,57,0.39038398
CC1CC[CH]C(C(=O)C2CCS(=O)(=O)C2)C(C)C1,57,1.19986776
CC1CC(C(=O)C2CCS(=O)(=O)C2)CC(C)O1,57,0.635518729
CC1CCN(C(=O)C2CCS(=O)(=O)C2)CC(C)O1,57,0.336021608
CC1CCC(C(=O)C2CCS(=O)(=O)C2)CC(C)CC1,57,2.49941584
CCOC(=O)C1=C(N)N(C)c2ccccc2C12C(=O)OC(C)=C2C(C)=O,58,0
CCOC(=O)C1=C(C)N(C)c2ccccc2C12C(=O)OC(C)=C2C(C)=O,58,1.171892308
CCOC(=O)C1=C(C)N(C)c2ccccc2C12C(=O)OC(C)=C(C)C2=O,58,1.057406374
CCOC(=O)C1=C(C)N(C)c2ccccc2C12C(=O)OC(C)=C(C)C2(C)C,58,2.306943912
CCOC(=O)C1=C(C)N(C)c2ccccc2C12C(=O)OC(C)=C(C)CC2C,58,2.071008781
CCOC(=O)C1=C(C)N(C)c2ccccc2C1=C1OC(=O)C(C)=C(C)C1C,58,2.993914396
CCOC(=O)C1=C(C)N(C)c2ccccc2C1=C1C(=O)OC(C)=C(C)C1C,58,3.023300487
CCOC(=O)C1=C(C)N(C)c2ccccc2C1=C1C(=O)OC(C)=C(C)C1(C)C,58,3.742102548
CCOC(=O)C1=C(C)N(C)c2ccccc2C1(C)C(C)=C1OC(C)=C(C)C1C,58,3.640078042
CCOC(=O)C1=C(C)N(C)c2ccccc2C1(C)OC(C)=C1C(C)=C(C)C1=O,58,3.019046862
CCOC(=O)C1=C(C)N(C)c2ccccc2C1(C)OC(C)=C1C(C)=C(C)C1=C,58,3.870229323
CCOC(=O)C1=C(C)N(C)c2ccccc2C1(C)C(C)=C1OC(C)=C(C)C1(C)C,58,4.247353853
CCOC(=O)C1=C(C)N(C)c2ccccc2C1(C)OC(C)=C1C(C)=C(C)C1(C)C,58,4.366732874
CCOC(=O)C1=C(C)N(C)c2ccccc2C1(C)OC(C)=C(C)C(C)=C(C)C,58,4.474558072
CCOC(=O)C1=C(C)N(C)c2ccccc2C1(C)OC(C)=C(C)C(C)=CC,58,4.080406599
CCOC(=O)C1=C(C)N(C)c2ccccc2C1(C)OC(C)=C(C)CC(C)C,58,4.265610445
CCOC(=O)C1=C(C)N(C)c2ccccc2C1(C)OC(C)=C(C)CC(C)(C)C,58,4.62292356
CCOC(=O)C1=C(N)N(C)c2ccccc2N2C(=O)OC(C)=C1C2C(C)=O,58,-0.217387124
