SMILES,mol_id,sim,qed
c1ccc(C2CN(C[C]3[CH][CH][CH][CH]3)CC[NH+]2Cc2ccccc2)o1,4,0.148648649,0.91095077
c1ccc(C2CN(C3CCC[NH+]3Cc3ccccc3)CCO2)cn1,4,0.168831169,0.927592963
c1ccc(C2CNC(=O)CN2CN2CCCc3ccccc32)cn1,4,0.125,0.938456353
c1ccc(C2CNC(=O)CN2C2CCCN2Cc2ccccc2)cn1,4,0.139240506,0.929648027
c1ccc(C2CNC(=O)C2Cc2ccccc2)cc1N1CCCC1,4,0.169014085,0.936707052
c1ccc(-c2cc(N3[CH+]N4CC[NH2+]C([CH-]3)O4)c3ccccc3[nH+]2)cc1,4,0.466666667,0.724649302
c1ccc(-c2cc(N3[CH]N4CC[O+]C(C3)[N-]4)c3ccccc3[nH+]2)cc1,4,0.457627119,0.677531771
c1ccc(-c2cc(N3CCC(CO)C3)c(C)c[nH+]2)cc1,4,0.327868852,0.928082156
c1ccc(-c2cc(N3C[CH+]N4[CH]C[CH+]C(O4)[CH+]3)c3ccccc3[nH+]2)cc1,4,0.442622951,0.663003823
c1ccc(-c2cc(N3C[C]4[CH][CH][CH]C(O4)[CH+]3)c3ccccc3[nH+]2)cc1,4,0.457627119,0.668903708
c1ccc(-c2cc(N3C[C]4[CH]C[CH][CH](CCO4)[CH]3)c3ccccc3[nH+]2)cc1,4,0.483333333,0.667748543
COc1cc(C2CCC3C[CH]C(O)CC3(C)C2)ccc1OC,4,0.094594595,0.918534196
COc1ccc(N2CCN3C[CH]C(O)(C)CC3C2C)cc1,4,0.094594595,0.902352195
COc1cc(C2CCN3CC(O)OCC(C)(C)C2C3)ccc1,4,0.16,0.911289573
c1ccc(-c2cc(N3C[S]4[CH]CC[CH+]C(C4)O3)c3ccccc3[nH+]2)cc1,4,0.435483871,0.610700216
c1cc(-c2cc(N3C[CH]CC4(CCNC4)C3)cc[nH+]2)ccc1,4,0.214285714,0.921915717
c1cc(-c2cc(N3CC4CC[NH2+]CC(C3)C4)ccn2)ccc1,4,0.223880597,0.920459194
c1cc(-c2cc(N3CC4CC[NH+](CC4)C3)ccn2)ccc1,4,0.238095238,0.905546288
c1cc(-c2cc(N3CC4CC[NH+]CCC(C3)C4)ccn2)ccc1,4,0.253968254,0.923267738
c1cc(-c2cc[nH+]c(CN3CC4CCC(N4)C3)c2)ccc1,4,0.241935484,0.932815969
CC1(C)CCN(c2nc(CCN)cc3c2CCC3)CC1,4,0.081081081,0.920448008
c1ccc(-c2cc(N3C[CH+]N4CC[CH+]C(O4)[CH-]3)c3ccccc3[nH+]2)cc1,4,0.428571429,0.66509467
c1ccc(-c2cc(N3CN4[CH]CC[CH+]C4O3)c3ccccc3[nH+]2)cc1,4,0.457627119,0.669224881
c1ccc(-c2ccnn2N2CN(CC3CCCC[NH2+]3)C=C2)cc1,4,0.194444444,0.926630646
c1ccc(-c2ccnn2N2CN(CC3CCCC[NH2+]3)C2)cc1,4,0.185714286,0.909058148
c1ccc(C2=CN(CN3CC4CCC3C4)C=C[NH2+]2)cc1,4,0.194029851,0.902878495
c1ccc(-c2ccn(C3CN(C4CCCCC4)CN3)c2)cc1,4,0.21875,0.927895716
c1ccc(-c2cc(CNCC3CN4CCC3CC4)cc[nH+]2)cc1,4,0.276923077,0.919842359
c1ccc(-c2cc(N3C[S+]4CC[NH2+]C(OC[SH+]4)N3)c3ccccc3[nH+]2)cc1,4,0.402985075,0.379889197
c1ccc(C2CCN(C3CCCCO3)[NH+]3CCCC3C2)cc1,4,0.173913043,0.902941642
c1ccc(C2CCN(C3CCCO3)[NH+]3CCCCC3C2)cc1,4,0.173913043,0.902941642
c1ccc(C2CCN(C3COCC[NH+]3C3CC3)CC2)cc1,4,0.184615385,0.90153538
c1ccc(C2CCN(C3CCCCO3)[NH+]3CCCCC23)cc1,4,0.176470588,0.902941642
c1ccc(C2CCN(C3CCCCO3)CC[NH+]2C2CC2)cc1,4,0.179104478,0.919608649
c1ccc(C2CCCCN(C3CCCCO3)CC[NH+]2C2CC2)cc1,4,0.176470588,0.918260191
c1ccc(-c2cc(N3C[C]4[CH]C[N+]5(CCO5)[CH-]C4[CH+]3)c3ccccc3[nH+]2)cc1,4,0.409090909,0.509353251
c1ccc(-c2cc(N3C[C]4[CH]C[NH+](CCO4)[CH-]C[CH]3)c3ccccc3[nH+]2)cc1,4,0.4375,0.702059629
c1ccc(C2(Cc3cc(N4C[NH2+]CCO4)[nH+]c4c3CCC4)C[CH]2)cc1,4,0.153846154,0.915885367
c1ccc(C2(Cc3cc(N4C[NH2+]CCO4)[nH]c3Cl)CCC2)cc1,4,0.12987013,0.903647676
c1ccc(C2(CNC3NCC[S]3)c3ccoc3CCC2)cc1,4,0.113924051,0.909140149
CCc1cc(C2CCNN2C2CCC[N]C2)c2c(c1)CCOCC2,4,0.096385542,0.925793325
CCc1ccc(C2CN(C)CCNC2[C]2[CH][CH][CH][CH]2)cc1,4,0.097222222,0.91608597
CCN1CCCN(c2cc(CC)ccc2N2NCCO2)CC1,4,0.12,0.919778875
c1ccc(-c2cc(N3CN4OCC[CH+]C(C3)[NH2+]4)c3ccccc3[nH+]2)cc1,4,0.5,0.567864277
c1ccc(-c2cc(N3C[CH+]N4CC[O+]C([CH+]3)[CH-]4)c3ccccc3[nH+]2)cc1,4,0.412698413,0.528380074
c1ccc(-c2cc(N3C[CH+]C4[OH+]CC[N+](C3)[CH-]4)c3ccccc3[nH+]2)cc1,4,0.467741935,0.399349603
C(=Cc1cc(C2CCCC2)[nH]n1)CN1CCc2ccccc21,4,0.146666667,0.918295568
C(C=C1CCN2CCN1CO2)c1cc2ccccc2[nH]1,4,0.136986301,0.90867332
c1ccc(-c2cc(N3C[CH]C4[NH2+]C[CH]CN(C4)[CH+]3)c3ccccc3[nH+]2)cc1,4,0.435483871,0.711721536
c1ccc(N2CNCN(C[C]3[CH][CH][CH][CH]3)c3ccccc3[CH]2)cc1,4,0.130434783,0.9359689
C1(CO)CCC(CN2C[CH]CCN(c3ccccc3)C2)c2ccccc21,4,0.161764706,0.903236031
C1(CO)CCC(CN2C[CH]C=CN2c2ccccc2)c2ccccc21,4,0.164179104,0.912579454
C1(CO)CCN(CN2Cc3ccccc3CN2c2ccccc2)C=C1,4,0.173913043,0.929201917
CC(CO)N1CCN(CN2Cc3ccccc3C2)N1c1ccccc1,4,0.128571429,0.904558168
CC(CO)N1CCC(CN2Cc3ccccc3C2)N1c1ccccc1,4,0.157142857,0.908612106
c1ccc(-c2cc(N3C[C+]4CC[NH2+]C(O4)[CH-]3)c3ccccc3[nH+]2)cc1,4,0.435483871,0.731352273
c1ccc(C2CC([C]3[CH][CH][CH][CH]3)CCN2CCO)cc1,4,0.149253731,0.907411469
c1ccc(C2CN(COC3CCCC3)CCN2)cc1,4,0.166666667,0.900164928
c1ccc(C2CCN(OC3CCCCN3)CC2)cc1,4,0.158730159,0.904123812
c1ccc(C2CN(C3CCCCO3)CCN2)cc1CCF,4,0.157894737,0.923177055
c1ccc(-c2cc(N3C[CH][CH]C4[CH]CC[CH+]C(C4)O3)c3ccccc3[nH+]2)cc1,4,0.415384615,0.590505744
c1ccc(-c2cc(N3C[CH]C4[CH]CC[CH+]C(C3)O4)c3ccccc3[nH+]2)cc1,4,0.543859649,0.640122076
c1ccc(-c2cc(N3C[CH]C4[CH]CC[CH](C3)O4)c3ccccc3[nH+]2)cc1,4,0.592592593,0.700335326
c1ccc(-c2cc(N3C[CH]C4[CH]CCN(C3)O4)c3ccccc3[nH+]2)cc1,4,0.50877193,0.712485574
CCC1CN(C(=O)C2CCCN2)CC1c1ccc(Cl)c(Cl)c1,4,0.116883117,0.90927703
c1ccc(-c2cc(N3C[C+]4CC[NH+](O4)N3)c3ccccc3[nH+]2)cc1,4,0.433333333,0.70018487
c1ccc(N2C3NC2CC(C)(C)N3Cc2ccccc2)cc1,4,0.136363636,0.935579495
c1ccc(N2C3N=CNC3(Cc3ccc(Br)cc3)C2C)cc1,4,0.109589041,0.910204821
Cc1ccc(N2C3NC2N(C)CC3c2ccccc2)cc1C#N,4,0.148648649,0.925935449
c1ccc(N2CC3NC(=O)OC3([N]2)c2ccccc2)cc1,4,0.166666667,0.914929194
c1ccc(N2CC3NCC(O3)N2Cc2ccccc2)cc1,4,0.1875,0.933191066
c1ccc(CN2CC3NCC3OC2=Cc2ccccc2)cc1,4,0.181818182,0.94122881
c1ccc(CN2CCCNC2OCc2ccccc2)cc1,4,0.15625,0.912185477
c1ccc(-c2cc(N3C[CH+]N4CC[NH2+]C(O4)[CH-]3)c3ccccc3[nH+]2)cc1,4,0.444444444,0.717244711
c1ccc(-c2cc(N3C[CH+]N4CC[CH+]C(O3)[CH+]4)c3ccccc3[nH+]2)cc1,4,0.435483871,0.66509467
c1ccc(C2CCCN([CH]C3CC[NH2+]CO3)CC2C)cc1,4,0.169014085,0.921222687
c1ccc(C2CCCN(CC3CC[NH2+]CO3)CCC2)cc1,4,0.164179104,0.92141387
c1ccc2cc(CN3CC[NH2+]CC3OC3CC3)ccc2c1,4,0.14084507,0.925591505
c1ccc(-c2cc(N3C[CH+]N4CC[CH+]C(C3)[CH-]4)c3ccccc3[nH+]2)cc1,4,0.483333333,0.657131824
c1ccc(-c2cc(N3C[CH+]N4CC[CH+]C(C3)N4)c3ccccc3[nH+]2)cc1,4,0.483333333,0.726012609
c1ccc(-c2cc(N3C[CH][CH][CH][CH]3)c3ccccc3[nH+]2)cc1,4,0.480769231,0.697458155
c1ccc(-c2ccccc2N2C[NH+]3CCCCN3CC2)cc1,4,0.209677419,0.908622621
c1ccc(-c2ccccc2N2C[NH+]3CCCCN3C2)cc1,4,0.209677419,0.901892205
c1ccccc1Oc1ccc(N2CNCCCCC2)cn1,4,0.126760563,0.936391157
c1ccccc1Oc1ccc(N2CNCCCCCC2)cn1,4,0.126760563,0.934744748
c1ccccc1Oc1ccc(N2CNCCCCC2)cc1,4,0.140625,0.920023318
c1ccccc1Oc1ccc(N2C[NH+]3CCCC32)cn1,4,0.14084507,0.917852338
c1ccc(-c2cc(N3C[PH+]4CC[NH+](CCO3)C4)c3ccccc3[nH+]2)cc1,4,0.426229508,0.704556368
C1=CC=CC(Cc2cc(C3CNCCO3)ccc2F)=C1,4,0.142857143,0.926008245
Cc1ccc(Cn2cc(C3COCCNC3)cc2)cc1,4,0.093333333,0.927395646
Cc1ccc(Cc2cnc(C3COCCN3)cc2)cc1,4,0.097222222,0.928946833
c1ccc(-c2cc(N3C[N+]4=C[CH]CN(CCO4)[NH+]3)c3ccccc3[nH+]2)cc1,4,0.412698413,0.68844455
c1ccc(C2=C[NH+]=C(N3CCC(N4CCOC4)N3)C=C2)cc1,4,0.23880597,0.932070233
c1ccc(C2C=C(N3CCC(N4CCOC4)C3)[CH]N2)cc1,4,0.220588235,0.914860522
c1ccc(C2C=C(N3CCC(N4CCOC4)C3)[CH]N2O)cc1,4,0.235294118,0.922094231
c1ccc(-c2cc(N3C[NH+]4CC[CH+]C(OCC4)[NH2+]3)c3ccccc3[nH+]2)cc1,4,0.415384615,0.512567574
c1ccc(C2CCN([CH]c3cc[nH][nH+]3)CC3(CCCC3)C2)cc1,4,0.183098592,0.919429645
c1ccc(CC2CCN([CH]C3[CH]C4CCC(C4)[NH2+]3)CC2)cc1,4,0.15942029,0.904589818
c1ccc(CC2CCN([CH]C3CCC4CCC(C4)[NH2+]3)C2)cc1,4,0.173913043,0.905581871
CC1CCC(n2cc([CH]c3cccc[nH+]3)[nH]c2=O)CC1,4,0.138888889,0.914968511
CC1CCC(n2[nH]c(Cc3cccc[nH+]3)cc2=O)CC1,4,0.157142857,0.915726626
c1ccc(-c2cc(N3C[NH+]4CC[CH+]C(CC[NH2+]3)O4)c3ccccc3[nH+]2)cc1,4,0.4375,0.522374785
c1ccc(-c2cc(N3C[NH+]4CCNC([CH-]3)O4)c3ccccc3[nH+]2)cc1,4,0.435483871,0.688031133
c1cc(C2CC2)ccc1N1CC[NH+]2CCC(CO2)CC[CH]C1,4,0.125,0.901677715
C1(C(F)F)CCN(C2[NH+]3CCC2(CO3)c2ccccc2)CC1,4,0.171428571,0.910352895
C1CC(C(F)F)c2ccc(N3CC[NH2+]CC34CC4)cc2OC1,4,0.12987013,0.906581956
C1CC(F)(F)CCN1c1ccc(C2CC[NH2+]2)cc1C1CCCO1,4,0.148648649,0.926647651
c1ccc(-c2cc(N3C[CH+]N4CC[O+]C([O-])(C3)[CH+]4)c3ccccc3[nH+]2)cc1,4,0.435483871,0.517657508
c1ccc(-c2cc(N3C[O+]4CC[NH2+]C(O4)[CH-]3)c3ccccc3[nH+]2)cc1,4,0.435483871,0.439678753
c1ccc(C2CC=[N]C(N3CNCCC3=O)c3ccccc32)cc1,4,0.123287671,0.924391299
c1ccc(-c2cc(N3C[NH+]4CC[OH+]C(OCCN4)C3)c3ccccc3[nH+]2)cc1,4,0.461538462,0.63299421
c1ccc(N2CC(C3C[NH+]CCO3)Cc3ccccc32)cc1,4,0.212121212,0.91370978
c1ccc(-c2cc(N3C[CH+]C4[CH]C[CH]C(C3)[O+]4)c3ccccc3[nH+]2)cc1,4,0.491525424,0.521749559
c1ccc(-c2cc(N3CCC[CH]OC(C4CC4)[CH]3)c[nH]2)cc1,4,0.2,0.908429376
c1ccc(N2CCCC(N3C[CH]OC(C4CC4)N3)=C2[O-])cc1,4,0.150684932,0.917559835
CC(C)C1C(OC2CCC[NH2+]C2)CCc2cc(C)ccc21,4,0.092105263,0.909108064
CC(C)C1C(OC2CCC[NH2+]C2)CCc2ccc(=O)sc21,4,0.08974359,0.92667634
c1ccc(-c2cc(N3C[NH+]4CC[CH+]C(OC[CH-]3)N4)c3ccccc3[nH+]2)cc1,4,0.415384615,0.682536237
c1ccc(-c2cc(N3C[CH+]C4[CH]C[NH+](CC3)O4)c3ccccc3[nH+]2)cc1,4,0.475409836,0.717666715
c1ccc(-c2cc(N3C[CH+]N4CC[CH+]C(O4)N3)c3ccccc3[nH+]2)cc1,4,0.428571429,0.725291786
c1ccc(-c2cc(N3C[CH+]C4OCCN(C4)[CH-]3)c3ccccc3[nH+]2)cc1,4,0.459016393,0.66905071
c1ccc(-c2cc(N3CC[O+]4CCC(C3)N4)c3ccccc3[nH+]2)cc1,4,0.535714286,0.731390494
Cc1ccc(-c2cc(N3CC4CCC(C3)O4)[nH+]c(C)c2C)[nH]1,4,0.208955224,0.926136155
Cc1ccc(-c2ccc(NC3CC4CCC3C4)[nH+]c2C)n1C,4,0.138888889,0.919182121
Cc1cccc(-c2ccc(NC3CC4CCC3C4)[nH+]c2)n1,4,0.152777778,0.93468345
Cc1cccc(Nc2ccc(N3CCN4CCC3C4)[nH+]c2)c1,4,0.166666667,0.943880552
Cc1cccc(Nc2ccc(N3CC[NH2+]CC3)c(C)n2)c1,4,0.126760563,0.903037434
c1ccc(-c2cc(N3C[P+]4(N5CC[OH+]5)(C3)[CH+]C4)c3ccccc3[nH+]2)cc1,4,0.465517241,0.405155189
c1ccc(C2(N3CCOC(C4CCCN4)C3)CCCC2)cc1,4,0.188405797,0.928735798
c1ccc(C2(NCc3cc4c([nH]3)CCOC4)CCC2)cc1,4,0.123287671,0.902905272
c1ccc(-c2cc(N3C[C+]4CC[NH+](CC[OH+]3)O4)c3ccccc3[nH+]2)cc1,4,0.419354839,0.560453631
c1ccc(N2CC(C3CCC3)=[NH+]c3cccnc32)cc1,4,0.184615385,0.900879802
c1cccc(-n2cc(C3CCN4CCC=C4N3)cn2)c1,4,0.157142857,0.906109447
c1cccc(Oc2cc(C)[nH]c2N2CCN3CCC=C32)c1,4,0.14084507,0.934264906
c1cccc(Oc2cc(C)nc(N3CC4CCC3N4)n2)c1,4,0.173913043,0.936939973
c1ccc(C2CC(N3CCC3)Cc3ccccc3N2)[nH+]c1,4,0.142857143,0.91621594
Cc1ccc(CN2CCNCC2Cc2ccccc2Cl)cc1,4,0.109589041,0.926139232
c1ccc(-c2cc(N3C[N+]4=[NH+]CCN(CCO3)[NH2+]4)c3ccccc3[nH+]2)cc1,4,0.40625,0.466268529
c1ccc(OC2CCC[NH+]3CCCN3Cc3ccccc32)cc1,4,0.179104478,0.918230084
c1ccc(OC2=CC[NH+]3CCCN3Cc3ccccc32)cc1,4,0.144927536,0.913321884
COc1ccc(N2CC[NH+](Cc3ccccc3)CC2)cc1,4,0.138461538,0.917760938
c1ccc(-c2cc(N3C[NH2+]C4OCC[CH+]N(C4)[CH-]3)c3ccccc3[nH+]2)cc1,4,0.430769231,0.711238234
c1ccc(-c2cc(N3C[NH2+]C4CCC[CH+]C(C3)O4)c3ccccc3[nH+]2)cc1,4,0.542372881,0.714360522
c1ccc(-c2cc(N3C[CH]N4CC[CH+]C(C3)O4)c3ccccc3[nH+]2)cc1,4,0.526315789,0.666502012
c1ccc(C2CN(CN3[CH]C4CCC(C3)[NH2+]4)c3ccccc3O2)cc1,4,0.2,0.932863459
c1ccc(C2CN(CN3CC4CCC(C3)[NH2+]4)c3ccccc3O2)cc1,4,0.215384615,0.930388249
Cc1ccc(-c2cc(CN3CC4CCC(C3)[NH2+]4)c(C)o2)cc1,4,0.179104478,0.943900565
Cc1ccc(C2CN(CC3CC4CCC(C3)[NH2+]4)CCO2)cc1,4,0.14084507,0.923350341
c1ccc(C2CN(CC3CC4CCC(C3)N4)CCO2)cc1,4,0.181818182,0.924130762
c1ccc(C2CN(CC3CC4CCC3C4)CCCC[NH2+]2)cc1,4,0.152777778,0.909590333
c1ccc(-c2cc(N3C[N+]45[CH]CC[NH+]4CC(C3)[O+]5)c3ccccc3[nH+]2)cc1,4,0.467741935,0.556243079
c1ccc(-c2cc(N3C[N+]4[CH][CH][CH]C(C3)[CH+]4)c3ccccc3[nH+]2)cc1,4,0.5,0.521196434
c1ccc(-c2cc(N3[N][C]4[CH][CH][CH]C(C4)[CH+]3)c3ccccc3[nH+]2)cc1,4,0.426229508,0.655952248
Cc1ccccc1C1(CN2CC(=O)[N]3CCCC(C2)[NH+]3C)CCCC1,4,0.141025641,0.902530214
c1ccc(C2(C3=CC(=O)N4CCCC(C3)C4)[nH]c3cccc2c3)o1,4,0.148148148,0.920714063
c1cc(C2(C(=O)N3CCCN(C4CCCC4)C3)CCCC2)c[nH]1,4,0.106666667,0.929705863
Cc1cccc(C2[NH2+]CCN2C2CCOc3cc(Cl)ccc32)c1,4,0.142857143,0.91720125
CC1CCC(O)(N2C[CH][CH][CH]C(Cc3ccccc3)O2)C1,4,0.148648649,0.927007537
Cc1cc(CNC(=O)Nc2cc(-c3ccccc3)on2)no1,5,1,0.772033617
Cc1cc(CNC(=O)NC2CC(c3ccccc3)ON2)no1,5,0.508474576,0.800873704
Cc1cc(CNC(=O)NC2CC2c2ccccc2)no1,5,0.555555556,0.89653352
Cc1cc(CNC(=O)C2CC2c2ccc(F)cc2)no1,5,0.423728814,0.931771818
Cc1ccn2c(=O)c(C(=O)Nc3n[n-]c(C(F)(F)F)n3)cnc2c1,6,1,0.748776786
Cc1ccn2c(=O)c(C(=O)Nc3nc(C(F)(F)F)c[n-]3)cnc2c1,6,0.64516129,0.767979293
Cc1ccnc(=O)c(C(=O)Nc2nc(CC(F)(F)F)c(Cl)cn2)c1,6,0.351351351,0.911052549
Cc1ccnc(=O)c(C(=O)Nc2nc(C(F)(F)F)c(Cl)cn2)c1,6,0.385714286,0.904237258
Cc1ccnc(=O)c(C(=O)Nc2nc(C(F)(F)F)cs2)c1C,6,0.25,0.919468349
Cc1ccnc(=O)c(C(=O)Nc2nc(C(F)(F)F)cs2)c1,6,0.338028169,0.923906972
Cc1ccnc(C(=O)Nc2cc(C(F)(F)F)c([O-])nn2)c1,6,0.273972603,0.907228393
Cc1ccnc(C(=O)Nc2cc(C(F)(F)F)cs2)n1,6,0.260273973,0.922937398
Cc1ccn2c(=O)c(C(=O)NC3=N[N-]C(C(F)(F)F)C3)cnc2c1,6,0.584615385,0.858880109
Cc1ccn2c(=O)c(C(=O)NC3=NCC(C(F)(F)F)N3)cnc2c1,6,0.560606061,0.797419318
Cc1ccn2c(=O)c(C(=O)NC3CC(C(F)(F)F)=N3)cnc2c1,6,0.5625,0.908667369
CN(Cc1ccncc1)C(=O)c1ccc(I)cc1,7,1,0.79621181
CN(Cc1ccncc1)C(=O)c1ccc(Cl)cc1,7,0.72972973,0.849995046
