SMILES,mol_id,qed,sim,drd
CCC1OCCN(CCN2CCCC(c3cccc(F)c3)C(N)C2)CC1F,200,0.8516860721767127,0.25,0.8467519751510697
C=C1OCCN(CCN2CCCC(c3cccc(F)c3)C2)c2ccc(F)cc21,200,0.7630738131917539,0.2676056338028169,0.9956472948379822
CC1CCCN(CCN2CCCC(c3cccc(F)c3)C2)c2cccc(F)c21,200,0.6820199148711645,0.2083333333333333,0.9999972854461232
CC1CCCN(CCN2CCCC(c3cccc(F)c3)C2)c2cccc1c2,200,0.7138247340287862,0.2,0.999999556919693
CCC1OCCN(CCN2CCCC(c3cccc(F)c3)C2)C1=O,200,0.8298248849537243,0.2714285714285714,0.9908354161784584
C=C1OCCN(CCN2CCCC(c3cccc(F)c3)C2)CC1C,200,0.8393632730143668,0.2686567164179104,0.8942986499803987
CCC1CCCN(CCN2CCCC(c3cccc(F)c3)C2)CC1=O,200,0.8121902985939085,0.1830985915492957,0.995522606043699
CCC1CCCN(CCN2CCCC(c3cccc(F)c3)C2)C1=O,200,0.821521619135022,0.1971830985915492,0.987576180221087
CC1CCCN(CCN2CCCC(c3cccc(F)c3)C2)C1=O,200,0.8505460456187721,0.2028985507246377,0.99644884584602
CCC1CCCN1CCN1CCCC(c2cccc(F)c2)C1,200,0.814335843120147,0.1911764705882352,0.999991787965356
CCC1CCCN(CCN2CCCC(c3cccc(F)c3)C2)C1,200,0.805339927809833,0.2,0.9999836272229148
CCC1OCCN(CCN2CCCC(c3cccc(F)c3)C2)C1,200,0.8289304211467575,0.2769230769230769,0.9217757037959362
O=C(Cc1ccc([N+](=O)[O-])cc1)Nc1cccnc1,201,0.6714713523301147,1.0,0.0001409434182674
O=C(Cc1ccc([N+](=O)[O-])cc1)Nc1ccccc1,201,0.6748944760788833,0.7073170731707317,2.2888082065875168e-05
O=C(Cc1ccc(F)cc1)NNc1ccccc1,201,0.8112839394960855,0.3333333333333333,0.0011237408900577
O=C(Cc1ccc(F)cc1)Nc1ccccc1,201,0.8607932417381151,0.4347826086956521,0.0001173525666105
O=C(Cc1ccccc1)Nc1cccnc1,201,0.8475056653071863,0.6829268292682927,0.0005209360261625
O=C(Cc1ccccc1)Nc1cccnc1F,201,0.8225178370759595,0.3653846153846153,0.0006648054392019
O=C(Cc1ccccc1)Nc1cncnc1,201,0.843107367985602,0.4888888888888889,0.0012258978869909
O=C(Cc1cccnc1)Nc1cccnc1,201,0.8431073679856022,0.6585365853658537,0.003858365464625
Cc1ccc(-c2nnc(C[NH+](CCO)CC3CCc4ccccc43)o2)cc1,202,0.674332488498391,0.7068965517241379,0.0215039197291496
Cc1ccc(-c2nnc(C[NH+](CCO)CC3CCC=C3Cl)o2)cc1,202,0.8025106996304315,0.5,0.004424476612476
Cc1ccc(-c2nnc(C[NH+](CCO)C3CCCC3Cl)o2)cc1,202,0.7862061230018049,0.5932203389830508,0.0032508744891975
Cc1ccc(-c2nnc(C[NH+](CCO)C3CCCC3)o2)cc1,202,0.8456822154451011,0.6481481481481481,0.0014005755031256
Cc1ccc(-c2nnc(C[NH+](CCO)C3CCC3)o2)cc1,202,0.831374880481391,0.6481481481481481,0.0014451890825961
Cc1ccc(-n2cncc2C[NH+](CCO)C2CCC2)cc1,202,0.8352308793479726,0.3043478260869565,0.0067925622304792
Cc1ccc(-c2nncn2C[NH+](CCO)C2CCC2)cc1,202,0.8196741642749868,0.3636363636363636,0.003288620699227
Cc1ccc(-c2nncn2C[NH+](CCO)C2CCNCC2)cc1,202,0.6927810761821648,0.3478260869565217,0.0320648711339774
Cc1ccc(-c2nncn2C[NH+](CCO)C2CCC2CCO)cc1,202,0.6481086732969717,0.3676470588235294,0.0060822471927291
Cc1ccc(-c2nncn2C[NH+](CCO)C2CCN2C)cc1,202,0.7725178379012217,0.3478260869565217,0.0124091099727989
Cc1ccc(-c2nncn2C[NH+](CCO)C2CCOC2C)cc1,202,0.8024297392428988,0.352112676056338,0.0013245453622107
Cc1ccc(-c2nnc(C[NH+](CCO)C3CC3C)o2)cc1,202,0.8262900102357272,0.6181818181818182,0.0016112305707654
Cc1ccc(-c2cnc(C[NH+](CCO)C3CC3C)o2)cc1,202,0.8449943515554499,0.40625,0.00637100502319
Cc1ccc(-c2cnc(C[NH+](CCO)C3CC34CC4)o2)cc1,202,0.8513091953728185,0.4090909090909091,0.020100081332178
Cc1ccc(-c2cnc(C[NH+](CCO)C3CCN(C)CC3)o2)cc1,202,0.8334427989086343,0.4242424242424242,0.290262074020003
Cc1ccc(-c2nnc(C[NH+](CCO)C3CCN(C)CC3)o2)cc1,202,0.8076336049327101,0.631578947368421,0.055796651156731
Cc1ccc(-c2cnc(C[NH+](C)C3CCN4CCC3CC4)o2)cc1,202,0.9346409692401642,0.2638888888888889,0.7381090211898732
Cc1ccc(-c2nnc(C[NH+](CCO)C3CCN4CCC3CC4)o2)cc1,202,0.804343827222283,0.5833333333333334,0.1091981688371808
Cc1ccc(-c2ncc(C[NH+](CCO)C3CCN4CCC3CC4)o2)cc1,202,0.8238920735075449,0.391304347826087,0.2826099299522609
Cc1ccc(-c2nnc(C[NH+](CC3CCN(C)CC3)C3CC3CCO)o2)cc1,202,0.721643778960562,0.4852941176470588,0.0763129172925525
Cc1ccc(-c2ncc(C[NH+](C3CCN(C)CC3)C3CC4CCC3C4)o2)cc1,202,0.8639763974913421,0.2692307692307692,0.5962005945976658
Cc1ccc(-c2cnc(C[NH+](C)C3CCN(C4CC4)CC3)o2)cc1,202,0.9152383544218224,0.2638888888888889,0.8829189563283963
Cc1ccc(-c2cnc([NH]N(C)C3CC[NH+](C4CC4)CC3)o2)cc1,202,0.8259791375419088,0.2105263157894736,0.0705379031708965
Cc1ccc(-c2cncc([NH+](C)C3CCN(C4CC4)CC3)n2)cc1,202,0.9366183056362024,0.2191780821917808,0.6631965568601524
Cc1ccc(-c2cnc([NH]N(C)C3CC[NH+](C4CC4)CC3)nc2)cc1,202,0.8179030306620194,0.2222222222222222,0.0840673779737144
Cc1ccc(-c2cc(CN(C)C3CC[NH+](C4CC4)CC3)[nH]n2)cc1,202,0.8823778318185475,0.1948051948051948,0.1848852057364447
Cc1ccc(-c2ncc(C[NH+](C)C3CCN(C4CC4)CC3)[nH]2)cc1,202,0.8823778318185473,0.2133333333333333,0.7827195823397276
CCc1ccc(-c2n[nH]cc2C[NH+](C)C2CCN(C3CC3)CC2)cc1OC,202,0.7871529710259418,0.1511627906976744,0.9446347082654728
CCc1cccc(-c2ncc(C[NH+](C)C3CCN(C4CC4)CC3)[nH]2)c1,202,0.8470551936302673,0.1411764705882353,0.8378094251328477
Cc1ccc(-c2cnc[nH]2)cc1C[NH+](C)C1CCN(C2CC2)CC1,202,0.8823778318185473,0.1875,0.875372508858031
CCc1ccc(-c2ncc(C[NH+](C)C3CCN(C4CC4)CC3)[nH]2)cc1,202,0.8470551936302673,0.1481481481481481,0.8733679676139883
Cc1ccc(-c2cnc[nH]2)c(C[NH+](C)C2CCN(C3CC3)CC2)c1,202,0.8823778318185473,0.2025316455696202,0.8950620595270345
Cc1ccc(-c2cnc[nH]2)c(C[NH+](C)C2CCN(C3CC3)CC2)c1C1CC1,202,0.8257846760801649,0.1529411764705882,0.9168674172180272
COc1ccc(C(CNC(=O)C(C)Oc2ccc(Br)cc2)N2CCCC2)cc1,203,0.660022657965731,0.9791666666666666,0.0229180632589369
COc1ccc(C(CNC(C)Cc2ccc(C)cc2)N2CCCCC2)cc1,203,0.7294327466239395,0.4838709677419355,0.4394276219943471
Cc1ccc(C(CNC(C)Cc2ccc(O)cc2)N2CCCCC2)cc1,203,0.7727285271549096,0.3636363636363636,0.8944136976732024
Cc1ccc(C(CNC(C)c2ccc(C)cc2)N2CCCCC2)cc1,203,0.7815601555753495,0.396551724137931,0.6323083541006442
Cc1ccc(C(CNC(C)c2ccc(C)cc2)N2CCCC2)cc1,203,0.8222602830229363,0.3793103448275862,0.6590043241578666
Cc1ccc(C(CNC(C)c2ccc(Br)cc2)N2CCCC2)cc1,203,0.7288447747121958,0.4655172413793103,0.9381862929181154
Cc1ccc(C(CNC(C)c2ccc(Br)cc2)N2CCCC2)cc1F,203,0.6939270450989479,0.4,0.974412213927569
Cc1ccc(C(CNC(C)Cc2ccc(Br)cc2)N2CCCC2)cc1F,203,0.6592738521545151,0.3768115942028985,0.9853748156765534
Cc1ccc(C(CNC(C)CCc2ccc(F)cc2)N2CCCC2)cc1C,203,0.6896423282051899,0.2876712328767123,0.9721228373474106
Cc1ccc(C(CNC(C)(Cc2ccc(F)cc2)N2CCCC2)OC)cc1Br,203,0.5976443039416783,0.2345679012345679,0.9754803836424112
Cc1ccc(C(CNC(C)(O)Cc2ccc(Br)cc2)N2CCCC2)cc1F,203,0.6257093325984417,0.3611111111111111,0.9346778827949312
Cc1ccc(C(CNC(Cc2ccc(Br)cc2)N2CCCC2)OC)cc1F,203,0.6425617391128963,0.3243243243243243,0.985086657175154
Cc1ccc(C(CNC(Cc2ccc(Br)cc2)N2CCCC2)OC)cc1,203,0.6740952297685905,0.3529411764705882,0.961078856633358
Cc1ccc(C(CNC(Cc2ccc(Br)cc2)N2CCCC2)O)cc1,203,0.73254581803275,0.3432835820895522,0.9403980006970356
Cc1ccc(C(CC(O)Cc2ccc(Br)cc2)N2CCCC2)cc1,203,0.7619457798123023,0.3809523809523809,0.9527063189369642
Cc1ccc(C(CC(O)CCc2ccc(Br)cc2)N2CCCC2)cc1,203,0.6814279073129952,0.3692307692307692,0.9768873163190968
Cc1ccc(C(CNCC(O)Cc2ccc(Br)cc2)N2CCCC2)cc1,203,0.6794485830553645,0.4444444444444444,0.9144607882315324
Cc1ccc(C(CNCc2ccc(Br)cc2)N2CCCC2)c(OC)c1,203,0.725925622887321,0.3823529411764705,0.9772421198398914
Cc1ccc(C(CNCc2ccc(Br)cc2)N2CCCC2)c(O)c1,203,0.7694006359729811,0.3529411764705882,0.9773412487708972
Cc1ccc(C(CNCc2ccc(Br)cc2)N2CCCC2)c(C)c1,203,0.7511410913995987,0.3432835820895522,0.9738801905541644
C[NH+](C)CCNC(=O)C=Cc1ccc([N+](=O)[O-])cc1,204,0.4266847435171649,1.0,0.0002301678569527
C[NH+](C)CCNC(=O)Cc1ccc([N+](=O)[O-])cc1,204,0.5240012421493426,0.5869565217391305,0.0003406802566075
C[NH+](C)CCNC(=O)c1ccc([N+](=O)[O-])cc1,204,0.5345113939192786,0.6136363636363636,0.0004135200322203
C[NH+](C)CCNC(=O)c1ccc(Cl)cc1,204,0.7580956224271992,0.3673469387755102,0.000668703466041
C[NH+](C)CCNC(=O)c1ccccc1Cl,204,0.7580956224271992,0.3529411764705882,0.0004512842011939
C[NH+](C)CCNC(=O)c1ccc(Cl)cc1Cl,204,0.8289917460507507,0.3396226415094339,0.0006987763163113
C[NH+](C)CCNC(=O)c1cc(Cl)ccc1Br,204,0.8540551419417457,0.3272727272727272,0.0005427310623283
C[NH+](C)CCNC(=O)c1nc(Cl)ccc1Br,204,0.7898006063308532,0.3214285714285714,0.001825780912998
C[NH+](C)CCNC(=O)c1cc(Br)ccc1Cl,204,0.8540551419417457,0.3272727272727272,0.0005427310623283
C[NH+](C)CCNC(=O)c1ccc(Br)cc1Cl,204,0.8540551419417457,0.3272727272727272,0.0006987763163113
Cc1cnc2c(S(=O)(=O)N(Cc3ccco3)C3CC3)cccc2c1,205,0.7118830999683131,1.0,0.000116381585993
Cc1cnc2c(S(=O)(=O)N(CC3CC3)C3CC3)cccc2c1,205,0.8514259573720668,0.6785714285714286,0.000277172272303
Cc1cnc2c(S(=O)(=O)NC3(C)CC3)cccc2c1CC,205,0.9444967862899633,0.2567567567567567,0.0010089577724733
Cc1cnc2c(S(=O)(=O)N3CCOCC3)c(C)ccc2c1,205,0.8496956759297012,0.3235294117647059,0.0001076813973144
Cc1cnc2c(S(=O)(=O)NC3(C)CC3)cccc2c1,205,0.9359718738810898,0.4354838709677419,0.0001068287648678
Cc1cnc2c(S(=O)(=O)NC3(C)CO3)cccc2c1,205,0.8650081089173051,0.4444444444444444,3.485916841238315e-05
Cc1cnc2c(S(=O)(=O)N3CCOC3)cccc2c1,205,0.835431750746153,0.4375,2.707160903671768e-05
Cc1cnc2c(S(=O)(=O)NC3CC3)cccc2c1,205,0.9198221767361628,0.4915254237288136,0.0005111990717505
Cc1cnc2c(S(=O)(=O)NC3CCOC3)cccc2c1,205,0.9329400437786168,0.46875,0.0001519482027199
Cc1cnc2c(S(=O)(=O)NC3(O)CC3)cccc2c1,205,0.8295127574839437,0.4516129032258064,0.0001261050049843
Cc1cnc2c(S(=O)(=O)N3CCOCC3)cccc2c1,205,0.842663044540387,0.4516129032258064,4.232795785995469e-05
Cc1cnc2c(S(=O)(=O)NC3(CO)CC3)cccc2c1,205,0.891170003686207,0.4307692307692308,0.0001224411423977
Cc1cnc2c(S(=O)(=O)NC3(C)COC3)cccc2c1,205,0.9329400437786168,0.4375,4.757572083651536e-05
Cc1cnc2c(S(=O)(=O)NC3(O)CCC3)cccc2c1,205,0.8438293719068339,0.4375,8.834792422926709e-05
Cc1cnc2c(S(=O)(=O)NC3CCCC3)cccc2c1,205,0.9452696851130642,0.4754098360655737,0.0003531366176464
COCCNC(=O)c1cc2sc(C)cc2n1Cc1ccccc1,206,0.704535999963231,1.0,0.0002159846265573
COCCNC1CCc2sc(C)cc2C1Cc1ccccc1,206,0.8155139885532595,0.3939393939393939,0.1688648154949482
COCCNC1CCc2cc(C)ccc2C1Cc1ccccc1,206,0.8179131127350555,0.3188405797101449,0.5
COCCNC1CCc2cc(C)ccc2C1Cc1ccncc1,206,0.8316223019021941,0.24,0.6910795539993679
COCCNC1CCc2cc(C)ccc2C1Cc1cccnc1,206,0.8316223019021941,0.2597402597402597,0.6639275246649827
COCCNC1CCc2cc(Br)ccc2C1Cc1ccc[nH]1,206,0.7690602258670799,0.2,0.9586113889329648
COCCNC1CCc2cc(O)ccc2C1Cc1ccc[nH]1,206,0.7187883453085211,0.2151898734177215,0.9866546100421524
COCCNC1CCc2cc(Cl)ccc2C1Cc1ccc[nH]1,206,0.7992930895874896,0.2151898734177215,0.9586113889329648
COCCNC1CCc2cc(Cl)ccc2C1Cc1cc[nH]c1,206,0.7992930895874896,0.2307692307692307,0.9128276458307296
COCCNC1CCc2ccccc2C1Cc1cc[nH]c1,206,0.8003786763277861,0.2432432432432432,0.9009529347521352
NC(=O)c1ccc(NC(=O)c2cccn(Cc3ccc(F)cc3)c2=O)cc1,207,0.7268186412358261,1.0,0.0020892754165169
NC(=O)c1ccc(NC(=O)c2cccn(CN(C)CCCO)c2=O)cc1,207,0.6340117937304846,0.576271186440678,0.0012487855203602
NC(=O)c1ccc(NC(=O)c2cccn(Cc3ccccc3F)c2=O)cc1,207,0.7268186412358261,0.7307692307692307,0.0003227967380019
NC(=O)c1ccc(NC(=O)c2cccn(C3CC3)c2=O)cc1F,207,0.898338198975574,0.4354838709677419,0.0004286484240583
NC(=O)c1ccc(NC(=O)c2cccn(C3CC3)c2=O)cc1,207,0.8957368468620014,0.5555555555555556,0.0004381136718983
NC(=O)c1ccc(C(=O)N(Cc2ccc(F)cc2)C2CC2)cc1,207,0.9223987684696768,0.3559322033898305,0.0012035721094059
NC(=O)c1ccc(CN(Cc2ccc(F)cc2)C2CC2)cc1,207,0.8905117527859023,0.375,0.1389327557289196
NC(=O)c1cc(Cc2ccc(F)cc2)ccc1CNC1CC1,207,0.8613358210047398,0.2923076923076923,0.0862670280406448
NC(=O)c1ccc(CN(C2CC2)Cc2ccc(F)cc2)cc1,207,0.8905117527859022,0.375,0.1389327557289196
NC(=O)c1ccc(Cc2ccc(F)cc2)cc1CNC1CCCC1,207,0.8527982160875331,0.2835820895522388,0.0836426354458216
NC(=O)c1ccc(Cc2ccc(F)cc2)cc1CNC1CCCCC1,207,0.8367757699663979,0.2794117647058823,0.0612520311724133
NC(=O)c1ccc(Cc2ccc(F)cc2)cc1CN(C1CC1)C1CC1,207,0.8376310880205875,0.2769230769230769,0.6600438884925467
NC(=O)c1ccc(Cc2ccc(F)cc2)cc1CN(C1CCC1)C1CC1,207,0.817593864703004,0.2727272727272727,0.6419982294416351
NC(=O)c1ccc(Cc2ccc(F)cc2)cc1CN(CCCC)C1CC1,207,0.7304657465819653,0.2465753424657534,0.868602173784693
NC(=O)c1ccc(Cc2ccc(F)cc2CN(CC2CC2)C2CC2)cc1,207,0.7833562454658847,0.2898550724637681,0.8993155882659425
NC(=O)c1ccc(Cc2cc(F)cc(CN(C3CC3)C3CC3)c2)cc1,207,0.8376310880205875,0.296875,0.8095903083510112
NC(=O)c1ccc(Cc2cc(F)cc(CN(CCCC)C3CC3)c2)cc1,207,0.7304657465819654,0.2638888888888889,0.9042061276851232
NC(=O)c1ccc(Cc2cc(F)ccc2CN2CCCC2CCCN)cc1,207,0.7503723975896194,0.2972972972972973,0.9643520813316282
NC(=O)c1ccc(Cc2cc(F)ccc2CN2CCCC2COCCN)cc1,207,0.6498995988551759,0.2857142857142857,0.874274144518006
NC(=O)c1ccc(Cc2cc(F)ccc2CN2CCCC2CNC2CC2)cc1,207,0.7381020158207319,0.3108108108108108,0.9544074824747054
NC(=O)c1ccc(Cc2cc(F)ccc2CN2CCCC2C2CC2)cc1,207,0.8572273130491632,0.3188405797101449,0.9106019602824054
NCCCN1CC2CC1CN2Cc1ccc(F)cc1Cc1ccc(F)cc1,207,0.8115128689021968,0.1917808219178082,0.9880167364279492
NCCCN1CC2CC1CN2Cc1ccc(F)cc1-c1ccc(F)cc1,207,0.8614751433393191,0.1621621621621621,0.8200566261320326
NCCc1ccc(F)cc1CN1CCCC1Cc1ccc(C(N)=O)cc1,207,0.8018919023140179,0.3055555555555556,0.9796770998571992
NCCc1ccc(F)cc1CN1CCCC1Cc1ccc(C(N)=NC2CC2)cc1,207,0.5326120644505448,0.2098765432098765,0.9735906180497012
NCc1ccc(Cc2ccc(F)cc2CN2CCCC2CN2CCCC2)cc1,207,0.7885833995612889,0.1688311688311688,0.9876834997074104
NCc1ccc(Cc2ccc(F)cc2CN2CCCC2CN2CCC2)cc1,207,0.8123448869700362,0.1688311688311688,0.993542227611347
c1ccc(Cc2ccc(CCN3CCCC3CNC3CC3)cc2)c(F)c1,207,0.7667993858229738,0.141025641025641,0.9906509656273368
NCc1ccc(F)c(CCN2CCCC2Cc2ccc(CN)cc2)c1,207,0.8139090676358945,0.1333333333333333,0.9842190814662372
O=C(Nc1ccc2c(c1)CCC2)C(=O)N[CH]N1CCOC2(CCCCC2)C1,208,0.8017696844543092,0.4626865671641791,0.011873405891837
O=C(Nc1ccc2c(c1)CCC2)C(=O)N[CH]N1CCOC2(CCCC2)C1,208,0.8129027292318691,0.4477611940298507,0.012368923205547
O=C(Nc1ccc2c(c1)CCC2)C(=O)N[C]1CC2(CCCOC2)C1,208,0.8195291389671252,0.4,0.005783870323348
O=C(Nc1ccc2c(c1)CCC2)[CH]N1COCC2(CCCCC2)C1,208,0.923455163594464,0.3380281690140845,0.0230399724474454
O=C(Nc1ccc2c(c1)CCC2)[CH]N1COCC2(CCCC2)C1,208,0.9319814985604769,0.323943661971831,0.0238551006352517
O=C(Nc1ccc2c(c1)CCC2)[CH]N1COC2(CCCC2)C1,208,0.9328749549774196,0.3787878787878788,0.0401647611552678
O=C(Nc1ccc2c(c1)CCC2)N1COC2(CCCC2)C1,208,0.8602487764659139,0.390625,0.0072684567205681
O=C(Nc1ccc2c(c1)CCC2)N1COC2(CCC2)C1,208,0.8537248297579287,0.3692307692307692,0.0098411538191924
O=C(Nc1ccc2c(c1)CCC2)N1CC2(CCCO2)C1,208,0.8534046006285304,0.4126984126984127,0.0184210622644848
O=C(Nc1ccc2c(c1)CCC2)N1CC2(CCCOC2)C1,208,0.8622478918395776,0.3382352941176471,0.01418088407657
OC(Cc1ccc2c(c1)CCC2)C1CCC2(CCCCO2)C1,208,0.91934130390181,0.3285714285714285,0.0610424038896482
OC(c1ccc2c(c1)CCC2)C1CCC2(CCCCO2)C1,208,0.8917787178264686,0.3432835820895522,0.0553010580322414
OC(c1ccc2c(c1)CCC2)C1CCC2(CCCOC2)C1,208,0.8956502396618259,0.2465753424657534,0.0971759054272726
OC(c1ccc2c(c1)CCC2)C1CCC2(CCCO2)C1,208,0.8917342371069212,0.3333333333333333,0.0962232918431147
Oc1ccc2c(c1)CCC1CC(Cc3ccnn3CCC2)C1,208,0.8040267024958093,0.1518987341772152,0.4857795567837388
Oc1ccc2c(c1)CCC1(CC1)N(CC1CCCO1)C2,208,0.8991003448725242,0.2133333333333333,0.4397657955274167
Oc1ccc2c(c1)CCC1NN(Cc3sccc3O)C2C1,208,0.7982027117377862,0.1058823529411764,0.547181940717051
Oc1ccc2c(c1)CCC1CN(Cc3sccc3O)C21,208,0.8906094764970384,0.1234567901234567,0.6880956066116625
Oc1ccc2c(c1)CCC21CCN(Cc2sccc2O)C1,208,0.8946717800367637,0.1358024691358024,0.9362428034913092
Oc1ccc2c(c1)CCC21CCN(Cc2sccc2O)CC1,208,0.8890478087125432,0.1392405063291139,0.9079862522930708
Oc1ccc2c(c1)CCC2N1CCN(Cc2sccc2F)CC1,208,0.933136888887282,0.119047619047619,0.6037262064241069
Oc1ccc2c(c1)CCC21CCN(Cc2sccc2Br)CC1,208,0.8192467475194752,0.1358024691358024,0.9357996205017504
Oc1ccc2c(c1)CCC21CCN(Cc2sccc2Cl)CC1,208,0.8686600223486548,0.1392405063291139,0.9357996205017504
Oc1ccc2c(c1)CCC21CCN(Cc2sccc2Cl)C1,208,0.8965507325127374,0.1358024691358024,0.960100630562997
Oc1ccc2c(c1)CCC21CCN(Cc2sccc2Br)C1,208,0.8586978834094791,0.1325301204819277,0.960100630562997
Oc1ccc2c(c1)CCC21CCN(C2CCCC2)CC1,208,0.8430974098130701,0.1830985915492957,0.898599880363782
Oc1ccc2c(c1)CCC21CCN(C2CCC2)CC1,208,0.8346997627643552,0.1830985915492957,0.9613965448193076
Oc1ccc2c(c1)CCC1N(C3CCCC3)CCC21,208,0.8327879211064997,0.1351351351351351,0.9183956444565426
Oc1ccc2c(c1)CCC(N1CCN3CCCC3C1)C2,208,0.8471985623362827,0.1486486486486486,0.9830579461251
Oc1ccc2c(c1)CCC(N1CCC3(CCCN3)C1)C2,208,0.821412562141,0.1645569620253164,0.9999862226446362
Oc1ccc2c(c1)CCC(N1CCC3(CCCN3)CC1)C2,208,0.8323060879810532,0.1688311688311688,0.9999828959058256
Oc1ccc2c(c1)CCC(N1CCC3(CCCN3)C1)CC2,208,0.7785893529700202,0.1688311688311688,0.9787499442296334
Oc1ccc2c(c1)CC(N1CCC3(CCCN3)C1)CC2,208,0.821412562141,0.1645569620253164,0.999980872999484
C[NH2+]C1CC([NH+]2CCC(N3CCNC3=O)CC2)CN(C)C1,209,0.5319664971605922,0.5833333333333334,0.0085848517906005
CC[N+]1(CC[NH+]2CCC(N3CCNC3=O)CC2)CC(C)C1,209,0.6623756226975881,0.4901960784313725,0.0067792355204054
CCC1CC([NH+]2CCC(N3CCNC3=O)CC2)CC(C)=N1,209,0.7802815530848629,0.56,0.0026884061759276
CCC1CC([NH+]2CCC(N3CCNC3=O)CC2)CCN1C,209,0.7652247746815926,0.5957446808510638,0.0070453589516092
CCC1CC([C]2CCC(N3CCNC3=O)CC2)CC[NH+]1C,209,0.8067620249178441,0.4615384615384615,0.0060809101509099
CCC1CC(N2CCC(N3CC[NH2+]C3=O)CC2)CCN1C,209,0.8155238474037367,0.2456140350877192,0.0103515851660732
CCC1CC(N2CCC(N3CCNCC3=O)CC2)CCN1C,209,0.8352403523116095,0.2807017543859649,0.0111111552080537
CCC1CC(N2CCC(N3CCNC3=O)CC2)CCN1C,209,0.8538064803764221,0.4285714285714285,0.0092418112420244
CCN1CCC(C2CCC(N3CCNC3=O)CC2)C(C)C1,209,0.8677853104430999,0.4038461538461538,0.0131781978738874
CCN1CCC(c2ccc(N3CCNC3=O)cc2C)CC1,209,0.9275699195970526,0.2295081967213114,0.4821705400882364
CCN1CCC(c2ccc(N3CCNC3=O)cc2)C(C)C1,209,0.9274562328150951,0.25,0.2257494337108134
CCN1CCC(c2ccc(N3CCNC3=O)cc2)CC1,209,0.9177348087070548,0.25,0.4599045775221969
CCN1CCC(c2cccc(N3CCNC3=O)c2)CC1,209,0.9177348087070548,0.2333333333333333,0.876306445285708
CCCN1CCC(c2cccc(N3CCNC3=O)c2)CC1,209,0.9240326275705008,0.2258064516129032,0.9672216399044374
CCOc1cc(N2CCOCC2)c(OCC)cc1NC(=O)c1ccc2ccccc2n1,210,0.6187020673554181,1.0,0.0028602341922818
CCOc1cc(N2CCOCC2)c(OCC)cc1NC(=O)c1ccccc1,210,0.8073327150040199,0.6896551724137931,0.0028441256019206
CCOc1cc(N2CCOCC2)c(OCC)cc1NC(=O)c1ccco1,210,0.8175911463977277,0.6290322580645161,0.004412531322658
CCOc1cc(N2CCOCC2)ccc1NC(=O)c1ccccc1,210,0.9167620935095472,0.5230769230769231,0.0007284686442381
