SMILES,mol_id,qed,sim,4dle
CNC(=O)OCC=Cc1ccccc1,6,0.793682848,1,-7.4
CNC(=O)OCC=Cc1ccccc1CBr,6,0.863202184,0.609756098,-7.6
CNC(=O)OC1CC=Cc2ccccc2C1,6,0.783880885,0.32,-8.6
CNC(=O)OC1CC=CC(c2ccccc2)C1,6,0.794720804,0.32,-8.7
CNC(=O)OC1CC(Cc2ccc(C)cc2)C=CO1,6,0.909746595,0.245614035,-8.9
CNC(=O)OC1CC=CC(Cc2ccccc2)CS1,6,0.862126671,0.309090909,-8.2
CNC(=O)C1CC(Cc2ccc(C)cc2)C=CS1,6,0.906158077,0.192982456,-8.9
NCC(=O)NC1Cc2ccc(cc2)C=CCS1,6,0.831335697,0.13559322,-8.3
NCC(=O)C1CC=CC(Cc2ccc(F)cc2)S1,6,0.849665462,0.114754098,-8.7
CNC(=O)C1CC=CC(Cc2ccc(C)cc2)S1,6,0.84768635,0.196428571,-9
NC(=O)C1CC=CC(Cc2ccc(C)cc2)S1,6,0.833732449,0.140350877,-9
NCc1ccc(C2C=CC(CCNC(N)=O)O2)cc1,6,0.695518807,0.133333333,-8.4
NC(=O)C1CC=CC(c2nc3ccccc3o2)C1,6,0.821734978,0.131147541,-9.2
N=CCC(=O)Cc1ccc(-c2ccccc2)o1,6,0.797767409,0.235294118,-8.1
N=CCC(Cc1ccc(C2C=CC2)cc1)C(N)O,6,0.407702583,0.098360656,-8.6
NC(=O)C1C=CC(CCc2ccc(Cl)cc2)O1,6,0.833374761,0.122807018,-8.8
NC(=O)c1ccc(CC2C=CC=CC2)cc1,6,0.82305312,0.127272727,-9
NC(=O)c1ccc(CC2C=CCOCC2)cc1,6,0.807924146,0.118644068,-9.1
NC(=O)c1ccc(CC2C=CCOC2)cc1,6,0.780510377,0.122807018,-8.6
NC(=O)c1ccc(CC=CC(F)F)cc1,6,0.76166483,0.18,-8.5
CC(=O)c1ccc(OCC=CC#N)cc1,6,0.554601339,0.24,-7.8
CC(=O)c1ccc(OCC=NC)cc1,6,0.538759239,0.229166667,-6.9
CC(=O)c1ccc(OCC=N)cc1,6,0.563836887,0.239130435,-6.9
CC(=O)OCc1ccc(C=N)cc1,6,0.564442532,0.266666667,-7
CC(N)c1ccc(OCC=O)cc1,6,0.708285391,0.1875,-6.5
COc1ccccc1C=Cc1cnccn1,7,0.784111895,1,-7.7
COc1ccccc1C=Cc1cncc(CF)c1,7,0.815868894,0.468085106,-8.8
COc1ccccc1C=Cc1cccc(C(=O)F)c1,7,0.610714303,0.387755102,-9.9
COc1ccccc1C=Cc1cccc(CO)c1F,7,0.850459765,0.413043478,-9.5
COc1ccc(C=O)cc1C=Cc1cncc(F)c1,7,0.789361182,0.320754717,-9.1
COc1ccc(C=O)cc1CNc1cncc(F)c1,7,0.839599722,0.213114754,-8.2
COc1ccc(C=O)cc1Cc1cncc(F)c1,7,0.777175457,0.224137931,-8.1
COc1ccc(C=O)cc1Cc1ccccc1CF,7,0.766300825,0.222222222,-8.7
COc1ccccc1Cc1cccc(C(=O)F)c1,7,0.770410565,0.218181818,-9.4
CNc1ccccc1Cc1cccc(OC=O)c1,7,0.817925845,0.13559322,-9
[CH]c1ccccc1Cc1cccc(OC=O)c1,7,0.746313781,0.120689655,-9.2
C(Cc1ccccc1O)c1cncc(CF)c1,7,0.876884863,0.145454545,-8.7
C(Cc1ccccc1O)=Cc1cnccn1,7,0.849503851,0.413043478,-8.1
C(=CCc1ccccc1O)c1cnccn1,7,0.849503851,0.413043478,-8.1
C(=CCc1ccccc1O)c1cncc(CF)c1,7,0.890913493,0.169491525,-9
C(Cc1ccccc1O)=Cc1cc(CF)cs1,7,0.860217123,0.114754098,-8.5
C(=CCc1ccccc1O)c1cc(CF)ccn1,7,0.890913493,0.210526316,-8.7
CPc1ccccc1C=Cc1cc(OC)ccn1,7,0.784653021,0.416666667,-8.2
CC1=CCCC=C1C=Cc1ccccc1OCCF,7,0.742531566,0.307692308,-8.9
CC=Cc1ccccc1C=Cc1cc(OP)ccn1,7,0.764693173,0.375,-8.7
CCc1ccccc1C=Cc1cc(OCCF)ccn1,7,0.786596371,0.333333333,-8.9
CC=Cc1cc(CO)ccc1Oc1ccccc1C,7,0.880415928,0.214285714,-9.2
CC=CC(C)(CC)Oc1ccccc1C=CCF,7,0.657404855,0.254545455,-7.3
CC=CC(C)(CCC)c1ccccc1OCCF,7,0.638965938,0.189655172,-7.2
ClCC1COC(C=Cc2ccccc2)O1,8,0.735409785,1,-7.5
ClCC1COC(C=CC=Cc2ccccc2)O1,8,0.603415789,0.810810811,-8.5
ClCC1COC(C=CC=Cc2ccccc2)OC1,8,0.612291353,0.547619048,-9.1
ClCC1COC(C=CCOCc2ccccc2)O1,8,0.451075736,0.590909091,-7.9
OCC1COC(C=CCOCc2ccccc2)O1,8,0.613639202,0.448979592,-7.5
OCC1COC(C=CCOCc2ccccc2)(F)C1,8,0.634706241,0.216666667,-8.5
OCC1C=C(CI)C(C=Cc2ccccc2)O1,8,0.51806814,0.34,-8.3
OCC1COC(C=CCOCc2ccccc2)C1,8,0.619080983,0.267857143,-8.1
OCCCCN1CCOC(C=Cc2ccccc2)C1,8,0.796677322,0.333333333,-7.4
OCCSCCOC(=O)Cc1ccccc1,8,0.579304137,0.145454545,-6.8
CCCCCC(=O)C=Cc1ccccc1,8,0.505568584,0.244897959,-7.8
OCCSCC(O)C=Cc1ccccc1,8,0.723714893,0.24,-6.9
CCC(Cl)C=CCOCc1ccccc1,8,0.406085794,0.188679245,-6.9
CCC(Cl)C=CCOCc1cccc(F)c1,8,0.41748144,0.131147541,-7.5
CC=CCNC(=O)C1CCC(CCl)O1,8,0.572203317,0.222222222,-6.7
CC=C(CCl)CNC(C)c1ccco1,8,0.600763777,0.160714286,-6.7
C=C(CCl)Cc1ccc(F)cc1,8,0.500205338,0.145833333,-6.9
COc1ccc(OC)c(C=CC(=O)C(C)(C)C)c1,9,0.766602625,1,-7.6
COc1ccc(C)c(C=CC(=O)C(C)(C)C)c1,9,0.743752213,0.736842105,-8.6
CC(C)c1ccc(O)c(C=CC(=O)C(C)(C)C)c1,9,0.813602462,0.434782609,-8.8
CC(C)c1cccc(C=CC(=O)C(C)(C)C)c1F,9,0.715604856,0.395833333,-9
CC(C)c1cccc(C=CC(=O)C(C)(C)C)c1O,9,0.813602462,0.404255319,-8.7
CC(=O)C(C)c1cccc(C=CC(C)(C)C)c1,9,0.749974357,0.222222222,-8.9
CC(=O)C=C(C)c1cccc(C(C)(C)C)c1,9,0.683400764,0.215686275,-8.4
CC(=O)C=Cc1cc(C)c(C(C)(C)C)cc1,9,0.685262024,0.26,-8.9
CC(=O)C=C(C)Cc1cccc(C(C)=O)c1,9,0.572464625,0.166666667,-8.7
CC(=O)C=C(C)Cc1cc(C)cc(C#N)c1,9,0.72416379,0.178571429,-8.6
CC(=O)C=C(C)Cc1cc(C)cc(C)c1,9,0.686626461,0.208333333,-8.4
CCC(C)=CCOc1cc(C)cc(C(C)=O)c1,9,0.567607711,0.175438596,-8.9
CCC(C)=CCOc1cc(C)cc(C=O)c1,9,0.557824633,0.155172414,-8.3
CCC(C)=CCOc1cc(C)cc(=O)o1,9,0.71398977,0.175438596,-7.9
CCC(C)=CCOc1cc(C)cc(CC)c1,9,0.669734469,0.160714286,-8
C=C(C)CCCc1cc(Br)cc(C(=O)O)c1,9,0.827730595,0.120689655,-8.3
C=C(C)Cc1cc(Br)cc(C(=O)OC)c1,9,0.620942567,0.181818182,-7.8
C=CCC(=O)Oc1cc(Br)cc(C(C)=O)c1,9,0.368831724,0.175438596,-7.7
CC#CC(=O)Oc1cc(Br)cc(C(C)=O)c1,9,0.27498558,0.160714286,-7.7
CC#CC(=O)Oc1cc(C(C)=O)ccn1,9,0.313580184,0.157894737,-7.6
CC#CC(=O)Oc1ccc(C(C)=O)cc1,9,0.24138676,0.2,-7.8
C=CCC(=O)Oc1ccc(C(C)(C)C)cc1,9,0.440930822,0.26,-7.9
CCCCCC(=Cc1ccccc1)C1OCCO1,10,0.705660055,1,-7.4
CCCCCCC(=Cc1ccccc1)C1OCCO1,10,0.675875888,0.971428571,-7.8
CCCCCC1(c2ccccc2)C=CCOC1C,10,0.54790497,0.326923077,-8.1
CCCCCC1(c2ccccc2)C=CCON1C,10,0.576076363,0.272727273,-7.6
CCCCCC1(Oc2ccccc2)C=CCON1C,10,0.574421876,0.25862069,-7.6
CCCCCC(=Cc1ccccc1)C1OCCN1C,10,0.717500281,0.659090909,-8
CCCCCC1(O)C(=Cc2ccccc2)CON1C,10,0.826077247,0.358490566,-7.4
CCNCCC1(OCc2ccccc2)C=CCON1C,10,0.612019589,0.169230769,-8.1
CCNCCc1c(OC2CCCCO2)cccc1Cl,10,0.811918212,0.181818182,-7.4
CCNCC1(OCCN(C)C)C=CC=CC1Cl,10,0.703108718,0.076923077,-6.5
CCNCC1(O)CCCCc2cccc1c2,10,0.816643788,0.147540984,-7.8
CCNCC1(O)CCCCC1=CC=C(C)C,10,0.767864907,0.114754098,-7.4
CCNCC1(C)C=CCCC1=C1OCCO1,10,0.744090387,0.133333333,-7.1
CC(CN)Cc1cccc2c1OCCC2,10,0.820271594,0.15,-7.9
CNCCC1(C)C=CC=CC1OC1CC1,10,0.746472412,0.080645161,-6.5
CNCCC1=CC(C)(C)C=CC=C1OO,10,0.551856927,0.080645161,-7.9
CNCCC1=CCCCC=C1OC(C)C,10,0.751225557,0.083333333,-6.9
CNCC1(C)CCCCC1=C1COCO1,10,0.757946662,0.079365079,-6.8
CNCCC(C)=C1CCCCC1CO,10,0.676418051,0.120689655,-6.7
CNCC1(C)OCCC1=C1CCCC1,10,0.682368431,0.12962963,-7.5
CNCC1(CC(C)C)CCCC=CO1,10,0.747908066,0.083333333,-6.5
CNCC1(CO)OCCCC1=C(C)C,10,0.668393,0.122807018,-6
CNCC1(CO)OCCC1=C(C)C,10,0.635732525,0.127272727,-6.1
CN1C2CCC1C(Cc1ccc3c(c1)OCO3)C(=O)C2=Cc1ccc2c(c1)OCO2,11,0.72960854,1,-8.8
CN1C2CCC1C(C=Cc1ccc3c(c1)OCO3)C(=O)C2=Cc1ccc2c(c1)OCO2,11,0.706331859,0.655172414,-10.7
CN1C2CCC1C(C1CC1)C(=O)C(=Cc1ccco1)C2Cc1ccc2c(c1)OCO2,11,0.709267816,0.536231884,-7.7
CN(C)CCCCC1C2C=CC(C2)C(=O)C1=C(O)Cc1ccc2c(c1)OC(C)CO2,11,0.313316722,0.224719101,-9.7
CN(C)CCC=CCC1C(N2CCC(O)C2)C(=O)C(=O)C1Cc1ccc2c(c1)OCO2,11,0.498463076,0.375,-10.1
CN(C)CCC=CC=C1C(N2CCC(O)C2)C(=O)C(=Cc2ccc3c(c2)OCO3)C1,11,0.72785505,0.333333333,-8
CN(C)CC(N)=CC=C1C(=O)C(=O)C(c2ccc3c(c2)OCO3)C1C1CC1,11,0.63241531,0.291139241,-8.2
CN(C)CC(N)=NC(=O)C(Cc1ccc2c(c1)OCO2)C1CC2CCC1C2,11,0.613922322,0.280487805,-9.4
CN(C)CC(N)=CC=C1C(=O)C(=O)C(c2ccc3c(c2)OCO3)C1(C)C,11,0.656420392,0.265822785,-8.5
CN(C)CC(N)=CC=C1C(=O)C(=O)C(OC(O)CO)C1C1CC2CCC1C2,11,0.329825801,0.142857143,-8.5
CN1CCC(C2CC2)C(N(C)C)C(=O)C1=C=Cc1ccc(OC(F)F)cc1,11,0.580210995,0.204819277,-8.1
CN1CCC(C2CC2)N=C(C(N)C(C)(C)C)C1=C1C=CC(=O)C(O)C1,11,0.80281629,0.126436782,-4.7
CN(C)CCC1C=CC(N)C(C(=O)OC(C)(C)C)C1=C1C=CC(=O)C1,11,0.624184828,0.088888889,-7.4
CN(C)CCC(C=CN)C1C(=O)NC(C2CC2)C1=C1C=CC(F)(F)O1,11,0.766300075,0.130434783,-7.4
CN(C)C=CC(C(N)=O)C1C(=O)C(C2CC2)C1=C1C=CC(F)(F)O1,11,0.829896118,0.136363636,-7.9
CN(C)C=CC(C(N)=O)C1C(=C2CC2)C(=O)OC1C1CCC(F)(F)CC1,11,0.598070701,0.137931034,-6
CN(C)C=CC(C(N)=O)C1C(=O)C(C2CC2)=C1C(=O)OC(C)(C)C,11,0.74188307,0.134146341,-7
C=CC(C)C=C1C(=O)NCC(C(=O)OC(C)(C)C)C1N1CC(F)CC1,11,0.478879157,0.133333333,-7.7
C=CC(C)=CC(C(N)=O)N1CC(C(=O)OC(C)(C)C)C(=C2CC2)C1=O,11,0.467340072,0.126436782,-8.3
C=CC(C)C=C1C(=O)NCC(C(=O)OC(C)(C)C)C1N1CCC(F)CC1,11,0.472058484,0.136363636,-6.2
C=CC(=C1CCC(C)CC1)C(C(N)=O)=C1C(=O)OC(C)(C)C1CNCC,11,0.563427086,0.10989011,-7.8
C=CC(C=CN)=C1C(=O)NCC(C(=O)OC(C)(C)C)C1C1CCC(F)C1,11,0.59363269,0.096774194,-5.7
C=CC(C=CN)=C1C(=O)C(C2CC2)=C(O)C(C(=O)OC(C)(C)C)N1,11,0.537529894,0.08988764,-8.4
CC[S](C=CC(C)(C)O)C(CC)CC,12,0.71821207,0.34375,-6.8
CC[S](C=CC(C)O)C(C)(CC)CC,12,0.71821207,0.194444444,-6.2
CC[S](C=CC(C)O)C(CC)(C)CC,12,0.71821207,0.194444444,-6.3
CC[S-](C=CC(C)O)C(CC)CCC,12,0.649747207,0.12195122,-6.2
CC[S-]C(=C=O)C(CC)(CC)CCC,12,0.477021764,0.128205128,-5.6
CC[S-]C(=C=O)C(CC)(CC)CC,12,0.484087243,0.142857143,-5.5
CCC=[S-](CS)C(CC)(CC)CC,12,0.394002375,0.147058824,-5.4
CCC=C(C[S-])C(CC)(CC)CCC,12,0.443795174,0.162162162,-6
CCC=[C]C(S)(CC)C(CC)CCC,12,0.584192006,0.125,-6.3
CCC=[C]C(CS)CC(C)(CC)CCO,12,0.610508664,0.159090909,-6.3
CCC=CCC[SH2]CC(O)CC(CC)CCC,12,0.437558798,0.106382979,-6.6
CCC=CCC[NH+](CS)CC(C)(C)CCO,12,0.320793401,0.159090909,-6.3
