SMILES,mol_id,qed,sim,gsk3,sa
CC(C(=O)c1c(Cl)ncn1C)N1CCCCCN1CCO,400,0.831108013,0.235294118,0.02,0.689696256
CC(C(=O)N1CCCCCN1)c1c(Cl)nc(C)n(C)c1=O,400,0.837451388,0.214285714,0.04,0.711139706
CC(C(N)N1CCCCCC1)c1c(Cl)ncn(C)c1=O,400,0.862786969,0.179104478,0.11,0.705447454
CC(C(N)c1nc(C)nn1C)N1CCCCCC1=O,400,0.881101176,0.194029851,0.03,0.703258912
CC(C(N)N1CCCCCC1Cl)n1cnc(C)cc1=O,400,0.682991635,0.164383562,0.09,0.653158417
CC(C(N)N1CCCCCC1)c1c(Cl)cnn(C)c1=O,400,0.922312698,0.161764706,0.13,0.711732489
CC(N1CCCCCC1=O)C(N)c1nn(C)cc1Cl,400,0.92140993,0.188405797,0.05,0.698556249
CC(N)=C(Cl)CN1CCCCCC1CCn1ccnc1C,400,0.907802301,0.173333333,0.06,0.740329116
CC1=C(C#N)C=CN(CCCl)C1=C(N)N1CCCCC1,400,0.812203202,0.220588235,0.08,0.714829625
CC(C)(C#N)CN1CCCCCC1CCn1nccc1C,400,0.83409394,0.208333333,0.03,0.75014085
CC(C)(C#N)C(=O)N1CCCCC1CCn1ccnc1C,400,0.854906916,0.222222222,0.02,0.75229493
CC(C)C(NCN1CCCCC1=O)c1cccc(C#N)c1,400,0.904743761,0.208333333,0.05,0.778338764
CC(C)(NC#N)c1cccc(=O)n1CCN1CCCCC1,400,0.660756221,0.261538462,0.01,0.788135556
CC(C)(C#N)C(NCCN1CCCCC1)c1cccc(O)c1,400,0.847587189,0.228571429,0.03,0.779405969
CC(C)(NC#N)c1cccc(=O)n1CCCN1CCCCC1,400,0.645023186,0.253731343,0.02,0.792099666
CC(C)(C#N)C(NCCCN1CCCCC1)c1cccc(=O)[nH]1,400,0.757930232,0.236111111,0.09,0.747523077
CC(C)(C#CC(=O)NCCN1CCCCC1)c1ccccc1,400,0.866592813,0.223880597,0.03,0.833228296
CC(C)(C#N)C(CCCN1CCCCC1)Nn1ccccc1=O,400,0.839680587,0.23943662,0.02,0.730904378
CC(C)(C#Cc1ccccc1)C(=O)NCCN1CCCCC1,400,0.866856008,0.242424242,0,0.843445634
Cc1ccccc1C(=O)NCCN1CCCCCC1(C)C#N,400,0.929788162,0.222222222,0,0.78080448
Cc1ccccc1C(=O)NCCN1CCCCC1(C)C#N,400,0.924402146,0.208333333,0,0.779007864
Cc1ccccc1C(=O)N1CCCCCC1(C)CNC#N,400,0.686043592,0.211267606,0.03,0.756048803
Cc1ccccc1C(=O)N1CCCCCC1CNC(=O)O,400,0.898792575,0.191176471,0,0.839565622
Cc1ccccc1C(=O)N1CCCCC1CNC(=O)Cl,400,0.688153236,0.171428571,0,0.8174349
CC(=CCC(=O)Cl)c1ccccc1CN1CCCC(C)CC1,400,0.72175078,0.191780822,0,0.780758823
CC(=CCC(=O)NCl)c1ccccc1CN1CCCCC1C,400,0.827485303,0.155844156,0.01,0.755571478
CC(=CCC(=O)NCl)c1ccccc1CN1CCC(C)CC1,400,0.832184529,0.162162162,0,0.812594951
OC1CCNC(=S)N1c1ccccc1,401,0.677227183,1,0.01,0.768563397
OCC1CCNC(=S)N1c1ccccc1,401,0.735429858,0.648648649,0.02,0.775928795
OC1CC=CSC1=NC(O)c1ccccc1,401,0.82491413,0.192307692,0.01,0.653779675
OCC1CC=CSC1=NCCc1ccccc1,401,0.887040711,0.160714286,0.02,0.724860124
OCC1CC=CSC1=NCCc1ccccc1O,401,0.877602696,0.133333333,0.02,0.701313395
O=C1NCC(O)N1c1cccc2ccccc12,401,0.779965938,0.29787234,0.01,0.802896796
OC1CCc2ccccc2N1CCNCc1cccs1,401,0.83027139,0.2,0.02,0.792313593
O=C1NCC(n2cccc2)c2ccccc21,401,0.768308141,0.204081633,0.13,0.774312658
O=C1NCC(n2ccnc2)c2ccccc21,401,0.77372761,0.185185185,0.16,0.771717568
OC1CCSc2ccccc2N1c1cccnc1,401,0.852664122,0.34,0.04,0.776377803
OC1CCN(c2cccnc2)c2ncccc21,401,0.809674873,0.25,0.07,0.785627509
OC1CCNCC1NC1CCCc2cccnc21,401,0.722402713,0.203389831,0.11,0.704410343
OC1CCNc2cccnc2N1c1cccs1,401,0.812189488,0.36,0.1,0.719428124
OC1CCN(c2nccs2)c2ccccc21,401,0.820926123,0.230769231,0.06,0.789051774
OC1CCN(c2nccs2)c2ccccc2N1,401,0.812189488,0.236363636,0.03,0.758286278
O=C1NC(n2cccn2)CCN1c1ccccc1,401,0.875276035,0.274509804,0.04,0.765702331
O=C1NC(n2cccn2)CCN1c1ccccc1Br,401,0.924575225,0.189655172,0.07,0.742880918
O=C1NC(n2cccn2)CCN1Cc1ccccc1Br,401,0.937720428,0.180327869,0.1,0.742379159
O=C(NC1CCC(n2cccn2)CC1)c1ccccc1,401,0.931006007,0.222222222,0,0.885920815
O=C(Nn1cc(Br)cn1)c1ccccc1-n1cccc1,401,0.802353551,0.116666667,0.02,0.809683243
CCc1ccccc1C(=O)NC(C)CCCn1cc(Br)cn1,401,0.812300553,0.101449275,0,0.814808699
CCC(O)NC(=O)c1ccc(OC)nc1-c1ccccc1,401,0.826709488,0.111111111,0.06,0.815473575
CCC(O)NC(=O)CCCc1cc(-n2cccn2)ccc1Br,401,0.740903922,0.128571429,0.01,0.776933512
CCC(O)NC(=O)CCCc1cc(Br)ccc1-n1cccn1,401,0.740903922,0.112676056,0.01,0.780126565
CCC(C)NC(=O)c1ccc(Br)c(-n2cccn2)c1,401,0.939771303,0.123076923,0.01,0.821956211
CCC(C)NC(=O)CCCc1cc(Br)ccc1-n1cccn1,401,0.810780682,0.128571429,0.01,0.811025076
CCCC(=O)NC(CC)c1cc(Br)ccc1-n1cccn1,401,0.855957843,0.117647059,0.02,0.798139025
CCCC(CC)NC(=O)c1cc(Br)ccc1-n1cccn1,401,0.857736316,0.117647059,0,0.809129898
CCCC(=O)Nc1cc(Br)ccc1-n1cccn1,401,0.941040532,0.126984127,0.03,0.881284862
CCCC(CC)NC(=O)c1cc(Br)ccc1NC(C)C,401,0.762249999,0.061538462,0,0.819874542
CCCC(CC)NC(=O)c1cc(Br)ccc1N=CC,401,0.769909879,0.059701493,0.01,0.768869106
CCCC(CO)NC(=O)c1ccccc1NC(C)C,401,0.708411833,0.118644068,0.01,0.836672656
CCCC(CO)Nc1cc(C)nc2ccccc12,401,0.849078478,0.116666667,0.02,0.826543596
CCCCC(CO)NC(C)c1ccccc1NC(C)C,401,0.645000401,0.1,0.01,0.776484936
CCC(C)NC(=O)c1ccccc1NC1CC1,401,0.819278072,0.181818182,0.03,0.865829813
CCCCC(CO)NC(=NC)c1ccccn1,401,0.581400596,0.114754098,0.03,0.768653265
CCCCC(CO)NC1=Nc2ccccc2CC1,401,0.838777573,0.114754098,0.01,0.76501665
CCCCC(CO)NC1=Nc2ccccc2NC1,401,0.747922588,0.147540984,0.11,0.738830555
CCCCC(C)NC1=Nc2ccccc2NC1,401,0.833723756,0.13559322,0.12,0.751677016
CCCC(CO)NC1=Nc2ccccc2NC1,401,0.744090168,0.152542373,0.1,0.733590046
CCCC(CN)CCNC1=Nc2ccccc2C1,401,0.809154731,0.116666667,0.04,0.752941206
CCCC(CN)CCNC1=Nc2ccccc2CC1,401,0.824768526,0.095238095,0.04,0.753594485
CCCC(CO)NC1=C(Nc2cccnc2)CC1,401,0.691450019,0.112903226,0.02,0.737896235
CCCC(CN)C(=O)NC1CCc2ccccc21,401,0.836227566,0.147540984,0.02,0.794560325
CCCC(NC(=O)c1ccncc1)C1CCNC1,401,0.830503741,0.169491525,0.05,0.764291367
CCCC(NC(=O)c1ccncc1)C1CCNCC1,401,0.85188589,0.172413793,0.05,0.79828959
Cc1ccccc1NC(=O)C1=C(NC2CC2)CCN1,401,0.771818686,0.210526316,0.06,0.830540716
CC1CCNC(C(=O)c2ccncc2NC2CC2)C1,401,0.814157337,0.183333333,0.22,0.72336793
Cc1ccccc1NC(=O)C1=CCN(C)CC1,401,0.844372228,0.140350877,0.02,0.874321021
CC(C)C(=O)Nc1ccncc1C1CCNC1,401,0.835998872,0.166666667,0.23,0.791985637
CC1CCNC(C(=O)Nc2ccncc2)CC1,401,0.818625647,0.181818182,0.13,0.786952144
O=C(N=C1C(=O)c2ccccc2C(O)C1=Nc1ccc(Cl)cc1)c1ccccc1,402,0.678581477,1,0.01,0.772956043
O=C(N=C1C(=O)C=CC(O)C1=Nc1ccccc1)c1ccccc1,402,0.923858622,0.490566038,0.07,0.760390031
O=C(N=C1C(=O)C=CCC1(O)c1ccc(Cl)cc1)c1ccccc1,402,0.91209993,0.360655738,0.02,0.756330529
O=C(N=C1C(=O)CC(O)CC1=Nc1ccccc1)c1ccc(Cl)cc1,402,0.8969598,0.5,0.03,0.756367807
CC(=NC1=C(O)CC(=O)CC1Oc1ccccc1)c1ccccc1CCl,402,0.607101,0.155844156,0.03,0.727411559
CC(=NC1CCCCC1OS(=O)c1ccc(Cl)cc1)c1ccccc1,402,0.673472749,0.264705882,0,0.709151958
CC1=C(N=S(=O)(Cl)c2ccccc2)C(OC2CCCC2)OC(CO)C1,402,0.777382511,0.15,0.04,0.635590278
CC(C)(C=NC1(O)CCCCOc2ccc(Cl)cc21)c1ccccc1,402,0.776578186,0.171052632,0.02,0.733578858
CC(C)(O)NC1=C(c2ccccc2)C(CP(=O)(O)CCCCO)OC1,402,0.302466245,0.109756098,0.02,0.659383902
CC(C)(O)C1=C2CCCCC2OP(=O)(c2ccccc2)CC(N)CC1,402,0.62016578,0.128205128,0.06,0.562574749
CC(C)(O)C1CCCCC(NS(=O)c2ccccc2)c2cc(Cl)ccc2O1,402,0.765813579,0.194805195,0.02,0.650502277
CC(C)(O)C1CCCCC1P(=O)(Cc1ccccc1)OC1CCNC1,402,0.742972962,0.1125,0.04,0.645096647
CC(C)(O)C1CCCCC1=NS(=O)c1ccccc1CC1CCCO1,402,0.864722385,0.120481928,0.01,0.647191578
CC(C)(O)C1CCCCC1CP(=O)(c1ccccc1)c1ccco1,402,0.826819691,0.12,0.01,0.671378403
CC(C)(O)C1CCCCC1CP(=O)(c1ccccc1)n1cccc1,402,0.809883342,0.138888889,0.01,0.65074424
CC(C)(O)C1CCCCC1CP(=O)(O)Oc1ccccc1CN,402,0.690558871,0.102564103,0.02,0.682711504
CC(C)(O)C1CCCCC1=NC(=O)Cc1ccccc1OC1CC1,402,0.895867737,0.141025641,0,0.746027689
CC(C)NC(=NCc1ccccc1)OC1CCCCc2cccnc21,402,0.510222096,0.108433735,0.1,0.766622148
CC(C)=NCc1ccccc1C(=O)NC1CCCCC1On1cccc1,402,0.806280837,0.12345679,0.01,0.701643778
CC(O)C1CCCCC1=NC(=O)Oc1ccccc1-n1cccc1,402,0.927373461,0.141025641,0,0.711256482
CC(C)NC(=NCc1ccccc1)OC1CCCCC1CCO,402,0.623335297,0.131578947,0.01,0.737458045
CC(O)C1CCCCC1=NC(=O)Oc1ccccc1C1CC1,402,0.914973955,0.178082192,0,0.718594162
CC(O)C1CCCCC1=NC(=O)Oc1ccccc1CCl,402,0.860416438,0.157894737,0.01,0.70947518
CC(O)CC(CNC(=O)Oc1ccccc1)C1CCCCC1,402,0.84139282,0.135135135,0,0.7680956
CC(O)C1CCCCC1CN(C)Oc1ccccc1C#N,402,0.846308141,0.088607595,0.02,0.684125544
CC(O)C(=NCc1ccccc1)OC1CCCCC1CCl,402,0.510744417,0.150684932,0,0.695336522
CC(O)(CN=C(N)Oc1ccccc1)C1CCCCC1,402,0.656036485,0.126760563,0.01,0.758518821
CC(O)(CN)Cc1ccccc1OCCn1ccnc1,402,0.796457469,0.116883117,0.13,0.792691831
CC(O)(CN)Cc1ccccc1C(=O)Oc1ccccc1,402,0.652000879,0.166666667,0.01,0.831820641
CC(CN)CC(=O)Nc1ccccc1COc1ccccc1,402,0.824806192,0.123287671,0.02,0.854057137
CC(CN)CC(=O)Nc1ccccc1Cn1ccnc1,402,0.842614417,0.101265823,0.07,0.809772263
CC(CN)(CNC(=O)C1CCOCC1)c1ccccc1,402,0.855197747,0.138888889,0,0.801172803
CC(CN)(CS(=O)c1ccccc1)Oc1ccccc1,402,0.889019915,0.121212121,0.04,0.751916118
CC(CN)(CS(=O)c1ccncc1)Oc1ccccc1,402,0.883286659,0.112676056,0.15,0.722227319
O=C(COc1ccccc1)N=C1SC2CS(O)(O)N=C2N1c1ccccc1,403,0.809226617,0.462686567,0.04,0.720762586
O=C(CCOc1ccccc1)N=C1SC2CS(O)(O)=NC2N1c1ccccc1,403,0.643881978,0.378378378,0.02,0.65925667
O=C(COc1ccccc1)NCC1CC2C(S(=O)(=O)O)=CC=CC2S1,403,0.7325656,0.259259259,0.01,0.666833615
O=C(COc1ccccc1)NCC1CC2C(=CS1(=O)=O)CCN2CCO,403,0.707307601,0.238095238,0.01,0.68972122
CCCOc1ccc2c(c1)SN(CC(=Nc1ccccc1)S(C)(=O)=O)C2,403,0.422649306,0.197674419,0.07,0.761566485
CCCOCCN=C1SC2CC(N)(S(=O)(=O)O)CN2c2ccccc21,403,0.566862132,0.152173913,0.04,0.627899828
CCCOCCN=C1SC2CC(N)=CC=C2N1Cc1ccccc1,403,0.769797098,0.174418605,0.05,0.706457284
CCCN1CC(CNc2ccccc2)S(=O)(=O)C2=CC=CCC=C21,403,0.88998359,0.123595506,0.06,0.684332952
CCCN1CC(CNc2ccccc2)S(=O)(=O)C2=CC=CCC2=N1,403,0.891300304,0.123595506,0.02,0.674132283
CCCN1CC(CNc2ccccc2)S(=O)(=O)C2=CC=CCC21,403,0.900680119,0.126436782,0.02,0.671161775
CCCN1CC(CNc2ccccc2)S(=O)(=O)C2CC=CC=C21,403,0.900680119,0.139534884,0.04,0.666244059
CCCN1CC(CNc2ccccc2)S(=O)(=O)c2ccccc21,403,0.914692757,0.135802469,0,0.773870686
CCCN1CC(COc2ccccc2)S(=O)(=O)c2ccccc21,403,0.84432821,0.210526316,0.01,0.778965791
CCCNc1ccc(C(=O)OCC2CC2)c2ccccc12,403,0.80626368,0.164556962,0.04,0.890825495
CCCN1CC(COc2ccccc2)S(=O)(=O)c2cccn21,403,0.846167588,0.207792208,0.01,0.702760189
CCCN1CC(CNc2ccccc2)S(=O)(=O)c2cccn21,403,0.916889688,0.134146341,0,0.69742246
CCCN1CC2CCC(CNc3ccccc3)N2C1=O,403,0.895118885,0.12195122,0.02,0.754289788
CCCN1CC2C(COc3ccccc3)NCC2C(=O)N1,403,0.84984277,0.185185185,0.01,0.668784971
CC1=Nc2ccccc2CN1CCOc1ccccc1,403,0.843809734,0.175675676,0.01,0.859554452
CCCN1CC(COc2ccccc2)=NNC1=NC=O,403,0.792810678,0.202531646,0.03,0.746964411
CCCN1CC(COc2ccccc2)N2CCNC2=N1,403,0.879328602,0.172839506,0.02,0.735125327
CCCN1CC(COc2ccccc2)N=C1NC=O,403,0.784393613,0.189873418,0.02,0.74456959
CCCN1CC(COc2ccccc2)=NNC1=O,403,0.863012438,0.202702703,0.01,0.812299075
CCCC1NC(=O)N(CCOc2ccccc2)N=C1N,403,0.826575178,0.192307692,0.06,0.763201952
CCCC1NC(=O)N(CCOc2ccccc2)C=C1C,403,0.865404242,0.197368421,0.01,0.777039469
CCCC1NC(=O)N(CCOc2ccccc2)C=C1I,403,0.760480131,0.197368421,0.01,0.758130427
CCCC1CC(=O)N(CCOc2ccccc2)C=C1I,403,0.693499543,0.194805195,0,0.755669159
CCCC1CC(=O)N(CCOc2ccccc2)C=CC1,403,0.791989304,0.192307692,0,0.787310459
CCCC1CC(=O)N(CCOc2ccccc2)C=N1,403,0.788267752,0.210526316,0.02,0.755627492
CCCC1CN=C(COc2ccccc2)NC1=O,403,0.863643651,0.184210526,0.05,0.771317537
CCCC1CN=C(OCc2ccccc2)NC1=O,403,0.884164916,0.139240506,0.03,0.762021679
CCCC1CN=C(OCc2ccccc2)N(CCC)C1=O,403,0.806194206,0.148148148,0.03,0.76424088
CCCC1CCN(CCOc2ccc(F)cc2)S1(=O)=O,403,0.810391383,0.243243243,0.01,0.758068691
CCCC1CCN(CCOc2ccc(F)cc2)S(=O)(=O)C1,403,0.8106073,0.220779221,0,0.781985439
CCCC1CCN(C(=O)Oc2ccccc2F)CCS1=O,403,0.861722484,0.185185185,0.01,0.721441804
CCCC1CCN(C(=O)Oc2ccccc2F)CCS1(=O)=O,403,0.854967137,0.197530864,0,0.762076705
CCCC1CCN(C(=O)Oc2ccc3ccccc3c2)S1(=O)=O,403,0.86160471,0.172839506,0.01,0.750575148
CCCC1CCN(C(=O)Oc2ccc3ncccc3c2)S1(=O)=O,403,0.862327567,0.159090909,0.03,0.734905798
CCCC1CCN(C(=O)Oc2ccc3ncccc3c2F)CC1=O,403,0.863156216,0.166666667,0.01,0.77356356
CCCC1CCN(C(=O)O)c2ccc3ccccc3c2OC1F,403,0.863721984,0.166666667,0,0.727330812
CCCC1CCN(C(=O)O)c2ccc3ccccc3c2OCCC1F,403,0.808409527,0.162790698,0.01,0.686181222
CCCC1CCC(C(=O)N2CC(=O)c3ccccc3C2F)CC1O,403,0.863956328,0.137931034,0.03,0.674196735
Cc1noc(C(=O)N2CC(C)(C)CC3CC(C)(C3)C2)c1Cl,404,0.789380335,0.576923077,0.04,0.674734679
Cc1noc(C(=O)N2CC3(C)CC2CC(C)(C)C3)c1Cl,404,0.794013457,1,0,0.623984298
Cc1noc(C(=O)N2CC3(C)CC2CC(C)(C)C3)n1,404,0.780397757,0.62,0,0.628920435
Cc1noc(C(=O)C2CC(C)(C)CC(C)(C)C2)n1,404,0.754626396,0.327272727,0,0.765293799
Cc1noc(C(=O)C2CCC(C)(C)CC2(C)C)n1,404,0.754626396,0.262295082,0,0.704426043
Cc1noc(C(=O)C2CCC(C)(O)CC2(C)C)c1Cl,404,0.846064322,0.410714286,0.04,0.659524557
Cc1nc(C(C)C2CCC(C)(O)CC2)c(Cl)n1C,404,0.894144158,0.184615385,0.01,0.696019633
Cc1nc(C(C)C2CCC(C)(O)CC2)c(Cl)cn1,404,0.89317365,0.164179104,0.02,0.71471633
Cc1nc(C(C)C2CCC(C)(O)CC2)ccc1Cl,404,0.875569481,0.184615385,0.02,0.731098433
Cc1nc(C(Cl)=CO)cc2c1CC(C)(C)CC2,404,0.765637378,0.164179104,0.03,0.744266812
Cc1nc(N(O)C2CCC(C)(C)CC2)ccc1Cl,404,0.816601859,0.209677419,0.04,0.772775575
Cc1ccc2c(c1)C(Cl)=CCC(C(C)(C)O)CC2,404,0.801930403,0.114285714,0.01,0.765548983
Cc1ccc2c(c1)CCN(C(C)=NO)CC(C)(C)C2,404,0.336326264,0.144927536,0.01,0.799881708
Cc1ccc(C(C)C2CCC(O)=C(C)CC2)cc1,404,0.765110225,0.092307692,0.02,0.751814196
Cc1ccc2c(c1)C(O)CCN(CCC(C)(C)O)C2,404,0.87981651,0.094594595,0.03,0.785587449
CCC(C)(C)C1CC=Cc2nc(S(C)=O)oc2C1,404,0.842409684,0.093333333,0.03,0.593818145
CCC(C)(C)C1CCC=C(I)c2nc(CO)oc2C1,404,0.800304524,0.090909091,0.06,0.67058094
CCC(C)(C)C1CCC=C(I)c2nc(CCO)oc2C1,404,0.778178987,0.088607595,0.06,0.678628766
CCC(C)(C)CCCCC1CCc2nc(CO)oc2C1,404,0.75817077,0.090909091,0.07,0.719793417
CCC(C)(C)CCN1CCc2nc(C(O)CC)[nH]c2C1,404,0.841280269,0.077922078,0.05,0.714406109
CCC(C)(C)CCN1CCc2nc(C(O)CC)sc2C1,404,0.867825333,0.076923077,0,0.732008347
CCC(C)(C)C1CCN(C(=O)c2ccc(CC)o2)CC1,404,0.828766949,0.142857143,0,0.848458835
CCC(C)(C)N1CCC(=NCc2ccc(C)c(O)c2)CC1,404,0.91102257,0.094594595,0.01,0.791960553
CCC(C)(C)N1CCC(C(=O)c2ccc(CC)cc2)CC1,404,0.751168253,0.115942029,0,0.86980989
Cc1ccc(C(O)C(=O)N2CCC(=NOC(C)C)CC2)cc1,404,0.869060631,0.111111111,0,0.775219202
Cc1ccc(C(O)C(=O)N2CCC(C)(C(C)C)CC2)cn1,404,0.930940414,0.157142857,0.04,0.755853337
Cc1ccc(C(O)C(=O)N2CCC(=NOC(C)C)CC2)cn1,404,0.861139865,0.118421053,0.02,0.746379353
Cc1ccc(C(O)C(=O)N2CCC(=O)C(C)(C)C2)cn1,404,0.882257852,0.169014085,0.02,0.756067704
Cc1ccc(C(O)C(=O)N2CCC(C)(C)CC2)c(C)n1,404,0.902014449,0.2,0.02,0.779319841
Cc1ccc(C(O)C(=O)N2CCC(C)(C)CC2)cn1,404,0.887412971,0.181818182,0.03,0.790660822
Cc1ccc(C(=O)N(C)C2CCC(O)CC2)c(C)n1,404,0.887433298,0.169230769,0.03,0.853766028
Cc1ccc(C(=O)N(C)CC(C)(C)O)c(CC)n1,404,0.886135379,0.101449275,0.02,0.820763371
Cc1ccc(C(=O)N(C)CC(C)(C)O)c(C)n1,404,0.86579514,0.121212121,0,0.839687396
Cc1ccc(C(=O)N2CCC(C(C)O)CC2)c(C)n1,404,0.885764403,0.181818182,0,0.815585082
Cc1ccc(C(=O)N2CCC(C(C)(C)O)C2)cn1,404,0.865018811,0.15942029,0,0.810203614
Cc1ccc(C(=O)N2CCC(C(=O)O)C(C)C2)cn1,404,0.877936456,0.157142857,0.02,0.788794711
Cc1ccc(C(=O)N2CCC(C(C)(C)O)CC2)cn1,404,0.886761168,0.164179104,0,0.863509815
Cc1ccc(C(=O)C2CCN(C(C)(C)C)CC2)cn1,404,0.766149551,0.149253731,0.01,0.857889992
Cc1ccc(C(=O)N2CCC(C(C)(C)C)CC2)cn1,404,0.776009374,0.166666667,0,0.880427271
Cc1ccc(C(=O)N2CCC(C(C)(C)N)CC2)cn1,404,0.885249737,0.161764706,0.06,0.855300052
Cc1ccc(C(=O)N2CCNC(C(C)(C)C)C2)cn1,404,0.838886435,0.171428571,0.09,0.794719993
Brc1ccc2nc(-c3cccs3)c(NCC3CCCO3)n2c1,405,0.730753337,1,0,0.774368714
Brc1ccc2nc(-c3cccs3)c(NCC3CC3)n2c1,405,0.743839566,0.732142857,0.02,0.829043456
Oc1ccc2nc(-c3cccs3)cn2c1NCC1CC1,405,0.769889158,0.46969697,0.05,0.814361758
O=c1ccc2nc(-c3cccs3)cn2cc1Br,405,0.69178847,0.294117647,0.06,0.806886968
CC(O)c1ncc2nc(-c3cccs3)cn2c1Br,405,0.786990709,0.27027027,0.05,0.731611469
CC(=O)c1ncc(-c2ccc(Br)cc2)n1CC1CS1,405,0.63121446,0.207792208,0.04,0.752405267
CC(=O)c1ncc(-c2ccc(SC)cc2)n1CCO,405,0.673046184,0.111111111,0.06,0.826315833
CCc1nc(-c2ccc(SC)cc2)cn1CC(C)=O,405,0.783553019,0.097560976,0.03,0.840222074
CCC(=O)c1nc(-c2ccc(OC)cc2)cn1CBr,405,0.624718098,0.109756098,0.02,0.831715252
CCc1nc(-c2ccc(OC(C)=O)cc2)c(C)n1S,405,0.532177582,0.097560976,0.04,0.823736738
CCc1nc(-c2ccc(OC(C)C)cc2)c(CBr)n1C,405,0.759486517,0.125,0.09,0.837871982
CCc1nc(-c2ccc(OC(C)C)cc2)c(Br)n1C,405,0.843083334,0.142857143,0.06,0.844595318
COc1nc(-c2ccc(C(C)C)cc2)c(Br)n1CO,405,0.937191052,0.141025641,0.03,0.820711886
CCc1nc(-c2ccc(OC(C)C)cc2)c(C)n1Br,405,0.835467363,0.128205128,0.06,0.827769578
CNC(=O)c1nc(C)n(Cc2ccc(OC)cc2)c1Br,405,0.931244849,0.134146341,0.01,0.858110024
CCc1nc(C(=O)C2CC2)c(C)n1Cc1ccco1,405,0.774512255,0.170731707,0.04,0.821234555
CCS(=O)c1nc(C)c(-c2ccc(OC)cc2)n1C,405,0.862950501,0.085365854,0.01,0.775007567
CCC(=O)Nc1nc(C)cn1Cc1ccc(OC)cc1,405,0.910644104,0.120481928,0.02,0.869682921
CCc1nc(NCC(C)O)c(-c2ccc(OC)cc2)n1C,405,0.857345743,0.105882353,0.06,0.788366548
CCOc1nc(-c2ccc(CCO)cc2)c(C)cc1Br,405,0.904156412,0.12345679,0.1,0.862409295
CCOc1ncc(-c2ccc(CCO)cc2)n1CCBr,405,0.789371765,0.096385542,0.05,0.819420602
CCOc1ncc(-c2ccc(CCO)cc2)c(C)n1,405,0.894292716,0.074074074,0.07,0.868918493
CCOc1ccccc1C1CC(c2ccccc2)Nc2nc(N)nn21,406,0.763830391,1,0,0.731370805
CCOc1ccccc1C1CC(c2ccccc2)Nc2ncnn21,406,0.793724465,0.690909091,0.02,0.742915103
CCOc1ccccc1C1CC(c2ccccc2)NC(N)=N1,406,0.910481179,0.561403509,0.04,0.763185214
CCOc1ccccc1C1CC(c2ccccc2)NC1NC,406,0.88640377,0.442622951,0,0.729716514
CCOc1ccccc1C1CC(c2ccccc2)NC1N,406,0.905086223,0.482758621,0.01,0.743504013
CCOc1ccccc1-c1cc(CC)cc(NCC)n1,406,0.856190881,0.246376812,0.04,0.881475393
CCOc1ccccc1C1CC(c2ccncc2)NC1,406,0.92352256,0.426229508,0.07,0.774245837
CCOc1ccccc1C1CC(c2ccnc(N)n2)N1,406,0.890957593,0.459016393,0.15,0.74713879
CCOc1ccccc1-c1cc(C(CC)CC)n[nH]1,406,0.834611924,0.253731343,0.2,0.835404533
CCOc1c(-c2ccccc2)cc2nc(NC)[nH]n12,406,0.75434803,0.242857143,0.06,0.79445896
