SMILES,mol_id,dis_smi,wt,rt,sim,pio_gmean
CN1CCc2cc(NC(=O)C3CCOC3N)cc(Br)c21,1,0.7512650563209037,0.2680945988421557,1.0,0.29411764705882354,0.6731198850543532
CN1CCc2cc(NC(=O)C3CCOC3C)c(Br)cc21,1,0.7512650563209037,0.2272717183941042,1.0,0.31343283582089554,0.6595122582383359
CN1CCc2cc(NC(=O)C3CCOC3N)c(Br)cc21,1,0.7512650563209037,0.2680945988421557,1.0,0.31343283582089554,0.6731198850543532
CN1CCc2cc(NC(=O)C3CCOC3C(C)C)ccc21,1,0.6569555696492686,8.761265368139965e-11,0.1353352832366127,0.45901639344262296,0.26409695099116465
CN1CCc2cc(NC(=O)C3C4CCOC43)c(Br)cc21,1,0.7548396019890073,0.15740006972802967,1.0,0.3088235294117647,0.637413223905679
CN1CCc2cc(NC(=O)C3CCOC3C)c(Br)cc2CC1,1,0.7716686738745262,0.5556992768659811,1.0,0.2318840579710145,0.7757893169135025
CN1CCc2cc(NC(=O)C3CCOC3C)c(Br)cc2C1=O,1,0.6115431954347024,0.5583506661623869,1.0,0.2465753424657534,0.7232979538656964
CN1CCc2cc(NC(=O)C3CCOC3=O)c(Br)cc2CC1,1,0.6164728909457307,0.5583506661623869,1.0,0.23529411764705882,0.7249411857027059
CN1CCc2cc(NC(=O)C3CCOC3=O)c(Br)cc21,1,0.5856240261343776,0.22555464527889116,1.0,0.3181818181818182,0.6037262238044229
CN1CCc2cc(NC(=O)C3CCSC3=O)c(Br)cc21,1,0.5278509119570183,0.9929445076830153,1.0,0.31343283582089554,0.8402651398800112
CN1CCc2cc(Br)c(NC(=O)C3CCS3(=O)=O)cc21,1,0.6940184210602035,0.9616122077829564,1.0,0.3230769230769231,0.8852102096143867
CN1CCc2cc(Br)c(NC(=O)C3CCS(=O)O3)cc2C1=NO,1,0.678955290288568,2.75712596449646e-05,1.0,0.25,0.5596609538494043
CN1CCc2cc(NC(=O)C3CCS(=O)O3)c(Br)cc21,1,0.6983099538132742,0.9616122077829611,1.0,0.3283582089552239,0.8866407205320784
CN1CCc2cc(Br)c(NC(=O)C3CCS3=O)cc21,1,0.6851812798268946,0.4183938751840597,1.0,0.3230769230769231,0.7011917183369848
CN1CCc2cc(Br)c(NC(=O)C3CCS(=O)O3)cc21,1,0.6983099538132742,0.9616122077829564,1.0,0.3283582089552239,0.8866407205320769
CN1CCc2cc(NC(=O)C3CCS(=O)C3=NO)ccc21,1,0.5450564873650108,5.9014886813897996e-06,1.0,0.45161290322580644,0.515020796284564
CN1CCc2cc(NC(=O)C3CCS(=O)N3)c(Br)cc21,1,0.6427748970596807,0.9836816310135791,1.0,0.3088235294117647,0.8754855093577533
CN1CCc2cc(Br)c(NC(=O)C3CCS(=O)N3)cc21,1,0.6427748970596807,0.9836816310135781,1.0,0.3088235294117647,0.875485509357753
CN1CCc2sc(Br)c(NC(=O)C3CCS(=O)(=O)C3)c21,1,0.7476168281774337,0.073422373039812,1.0,0.1917808219178082,0.6070130670724153
CN1CCc2cc(Br)c(NC(=O)C3CCS(=O)N3C)cc21,1,0.7066482778577163,0.2851652606039794,1.0,0.31343283582089554,0.6639378461538986
CCCCN1C(=O)C(=CNc2cccnc2Cl)C(=O)N(CCCC)C1,2,0.2217854803351405,0.7009459493391172,5.380186160021138e-32,0.7115384615384616,0.30757714322475255
CCCCN1C(=O)C(=CNc2cccnc2Cl)C(=O)N(CC)C1,2,0.18875662608380436,0.14580183408916347,1.2664165549094176e-14,0.6727272727272727,0.11151948672432684
CCCCN1C(=O)C(=CNc2ccccc2Cl)C(=O)N(CCCC)C1,2,0.2217854803351405,0.758117554706097,5.380186160021138e-32,0.49122807017543857,0.32663434501374583
CCCCN1C(=O)C(=CNc2ccccc2)C(=O)N(CCCCl)C1=O,2,0.18627046369770103,0.7605967016560998,5.380186160021138e-32,0.6470588235294118,0.31562238845126694
CCCC=CN1C(=O)C(=CNc2ccccc2Cl)C(=O)N(CCCC)C1,2,0.2383409494532187,0.15075548715486267,5.380186160021138e-32,0.4393939393939394,0.12969881220269378
C=CCN1C(=O)C(=CNc2ccccc2Cl)C(=O)N(CCCC)C1=NC,2,0.196733154482733,0.1831585468497126,1.9287498479639178e-22,0.484375,0.12663056711081522
CCCCN1C(=O)C(=CNCCC=CCl)C(=O)N(CCCO)c2cccnc21,2,0.2712447503642366,2.9473902357727695e-06,2.572209372642415e-56,0.42857142857142855,0.0904158992514908
CCCCN1C(=O)C(=CNCCC=CCl)C(=O)N(CCCO)c2ccccc21,2,0.2712447503642366,4.829067346055263e-06,2.572209372642415e-56,0.373134328358209,0.09041652647719423
CCCCN1C(=O)C(=CNCCC=CCl)C(=O)N(CCCC)c2cccnc21,2,0.2712447503642366,7.820006869145741e-06,2.572209372642415e-56,0.46153846153846156,0.09041752345703526
CC(=O)N1C(=O)C(=CNCCCCl)C(=O)N(CCCF)c2ccccc21,2,0.27233335100281497,0.03984522441294754,1.9287498479639178e-22,0.34285714285714286,0.1040595251385875
CC(=O)N1C(=O)C(=CNC2CCCCCC2)C(=O)N(CCCF)C1=N,2,0.5970543863575224,0.9217448353274392,1.522997974471263e-08,0.22666666666666666,0.5062664123049804
CC(=O)N1C(=O)C(=CNC2CCCCCC2)C(=O)N(CCCF)C1Cl,2,0.648776948590616,0.21972766078290593,1.522997974471263e-08,0.19480519480519481,0.28950154153450053
CCCCN1C(=O)C(=C=C2CCCCCC2)C(=O)N(NC(C)=O)C1Cl,2,0.5446558153959408,0.5203651511985973,0.00033546262790251185,0.21333333333333335,0.3551188097408135
CCCCN1C(=O)C(=CNCCCC(F)(F)Cl)C(=O)N=C1C(C)=O,2,0.4637590560939802,0.7635740854826265,2.7487850079102147e-43,0.3055555555555556,0.4091110471922022
CC(=O)N1C(=O)C(=CN2CCCCCC2)C(=O)N(CCCCl)C1=S,2,0.6353909887688034,0.30348252603001497,0.00033546262790251185,0.2835820895522388,0.3130696591422403
CCCCN1C(=O)C(=CN2CCCCCC2)C(=O)N(CCC(C)=O)C1Cl,2,0.5599646306480001,0.022963973859559596,1.9287498479639178e-22,0.22535211267605634,0.19430953483585323
CCCCN1C(=O)C(=CN2CCCCCC2)C(=O)N(CCC(C)=O)C1=S,2,0.5599646306480001,0.06972466116999516,1.9287498479639178e-22,0.2647058823529412,0.2098964306059984
CC(=O)N1C=C(Cl)C(=O)C(=CN2CCCCCC2)C(=S)C1C(C)=O,2,0.7334465014864079,0.4613291012987843,1.0,0.14666666666666667,0.7315918675950641
CC(=O)N1C=C(Cl)C=C(SC2CCCCCC2)C(=O)C1=CNC(C)=O,2,0.699081348109621,0.030129642836273427,0.1353352832366127,0.15,0.288182091394169
CC(=O)N1C(=O)C(=CC=C(Cl)CCCN2CCCCCC2)C(=O)C1(C)C,2,0.7066482778577163,0.05010373088006295,1.522997974471263e-08,0.15384615384615385,0.25225067465591966
CC(=O)N1C=C(Cl)C(=CSCCCN2CCCCCC2)C(=O)C1=C(C)Cl,2,0.6615146556493746,8.548071585435e-09,1.522997974471263e-08,0.14634146341463414,0.22050489314247532
CC(=O)N1C=C(Cl)C(=C=CC(=O)NC2CCCCCC2)C(=S)C1C,2,0.8274975665783691,0.5782260221295621,1.0,0.10843373493975904,0.8019078629026438
CC(=O)N1C=C(Cl)C(=C=CC(=O)NC2CCCCCC2)C(=S)C1(C)C,2,0.8322230966367535,0.04979801376419529,1.0,0.10714285714285714,0.6273403701336496
CC(=O)N1C=C(Cl)C(=C=CC(=O)NC2CCCCCC2)C(=NC(C)=O)C1,2,0.8411288833576084,0.10074596536118484,1.0,0.10714285714285714,0.6472916162395977
CC(=O)N1C=C(Cl)C=C(NC(=O)N2CCCCCC2)C(=CC=C(Cl)Cl)C1,2,0.8411288833576084,3.719914603400417e-09,1.0,0.10843373493975904,0.6137096290258409
CC(=O)N1C=C(Cl)C(=CN2CCCCCC2)C(=O)NC(C)=CC=C1Cl,2,0.5446558153959408,0.020632289064661826,0.1353352832366127,0.14473684210526316,0.2335411292324051
CC(=O)N1CC(C)=C(Cl)C1C(=O)N1CCCCCC1C=C(Cl)Cl,2,0.8959566209925681,0.06673677557876954,1.0,0.0875,0.6542311321904459
CC(=O)N1C=C(C#N)C(=CN2CCCCCC2)C(=O)C1=C(Cl)Cl,2,0.7748374288832494,0.9758752679183987,0.1353352832366127,0.11538461538461539,0.6286826600127536
CC(=O)N1C=C(C#N)C(=CN2CCCCCC2)C(=O)C(Cl)=C1Cl,2,0.7261490370736909,0.9758752679183987,0.1353352832366127,0.1643835616438356,0.6124531960762342
CC(=O)N1CCCCCC1C(=O)C=C(C)N1CCCCCC1=C(Cl)Cl,2,0.934650907912909,0.00843567046561659,0.1353352832366127,0.10126582278481013,0.3594739538717127
CC(=O)N1CCCCCC1C(=O)C=C(C)N1CCCCCC1CCCCl,2,0.8792821496903297,0.029630850760525452,1.2664165549094176e-14,0.16216216216216217,0.30297100015028927
CC(=O)N1CCCCCC1C(=O)N1CCCCCC1=C[N+](=O)C(Cl)Cl,2,0.934650907912909,0.002287531661082581,0.1353352832366127,0.07142857142857142,0.3574245742702014
CC(=O)N1CCCCCC1C=C(C)C(=O)N1CCCCCC1[N+](=O)[O-],2,0.9582721356799154,0.8824969025846005,0.1353352832366127,0.05,0.6587014405003763
CC(=O)N1CCCCCC1C(=O)N1CCCNC(C=C(Cl)Cl)C1,2,0.929749970307313,0.8425295189837325,1.0,0.060240963855421686,0.9240931630970152
CC(=O)N1CCCCCC1C(=O)N1CCCCCC1=C(Cl)C=C(Cl)Cl,2,0.934650907912909,1.9074592825348613e-06,1.0,0.0875,0.6448842717907305
CC(=O)N1CCCCCC1C(=O)N1CCCNCC(Cl)=C1Cl,2,0.8569968914352789,0.7160611970025099,0.1353352832366127,0.07407407407407407,0.5694644572248005
CC(=O)N1CCCCCC1C(=O)Nc1cnc(Cl)cc1Cl,2,0.5962514592349749,0.03204580094357059,1.0,0.15584415584415584,0.5427657533928485
CC(=O)N1CCCCCC1C(=O)Nc1cnc(Cl)c(Cl)c1,2,0.5962514592349749,0.03204580094357059,1.0,0.15584415584415584,0.5427657533928485
CC(=O)N1CCCCCC1C(=O)Nc1cnc(Cl)c(Cl)c1Cl,2,0.6065306597126334,0.7137183623134613,1.0,0.17333333333333334,0.7734163406753649
O=C(C[S+]([O-])Cc1ccco1)NCC=CCN1CC(CN2CCCCC2)=CCN1,3,0.665308884614973,1.1719847943261647e-09,2.572209372642415e-56,0.5822784810126582,0.2217696285956526
O=C(C[S+]([O-])CC=CCN1CCCC1)Cc1cc(CN2CCCCC2)co1,3,0.7776362542946526,0.0014699165919077907,2.572209372642415e-56,0.35802469135802467,0.2597020569621868
O=C(C[S+]([O-])C=CCN1CCCC1)CC1CC(CN2CCCC2)C=N1,3,0.8432482338359909,0.6612084852573612,2.7487850079102147e-43,0.22988505747126436,0.5014855730311174
O=C(C[S+]([O-])CCN1CCCC1)C=CCN1CCCCC1,3,0.9265438133162349,6.340770842001038e-05,5.380186160021138e-32,0.24675324675324675,0.308869073674885
O=C(C[S+]([O-])CC1CCC1)C=CCN1CCCCCN1,3,0.8878283985643803,4.970799135093938e-08,1.9287498479639178e-22,0.20689655172413793,0.2959428160907906
O=C(C[S+]([O-])CC1CCCC1)C=CCN1CCCCC1,3,0.9231163463866358,2.7890730457227933e-08,1.9287498479639178e-22,0.25316455696202533,0.3077054580924554
O=C(C[S+]([O-])CC1CCCC1)C=CCN1CCNCC1,3,0.889526876794854,4.970799135093938e-08,1.9287498479639178e-22,0.2,0.29650897550094846
O=C(C[S+]([O-])CC1CCCC1)C=CCC(O)CN1CCCC1,3,0.8974780851949935,0.01510787353345475,2.7487850079102147e-43,0.2235294117647059,0.3041953195761494
O=C(C[S+]([O-])C1CCCC1)C=CCC(O)CN1CCCCC1,3,0.9287046650192516,0.015107873533454977,5.380186160021138e-32,0.21176470588235294,0.31460417951756886
O=C(C[S+]([O-])C1CCCC1)C=CCN1CCC(O)CN(CCF)C1,3,0.9046157207266836,0.9213350495602846,5.380186160021138e-32,0.15789473684210525,0.6086502567623228
O=C(C[N+](O)(O)C1CCCC1)C=CCN1CCC(CN2CCCC2)C1,3,0.937351958740643,0.9250259202226481,5.380186160021138e-32,0.14285714285714285,0.620792626321097
O=C(C[N+](O)(O)C1CCCC1)C=CCN1CCC(CO)CC(N)CCCC1,3,0.9407031198357126,0.019324835825326164,1.9287498479639178e-22,0.13541666666666666,0.3200093185536796
O=C(C[N+](O)(O)C1CCCC1)C=CCN1CCC(CO)CC(O)CCCC1,3,0.9407031198357126,0.014586622754104866,1.9287498479639178e-22,0.1368421052631579,0.3184299141966058
O=C(C[S+]([O-])C(O)C1CCCCC1)N=CCC(CO)CCCCN1CCCC1,3,0.9190234772512179,4.5034538245477524e-08,1.3838965267367376e-87,0.18947368421052632,0.306341174095252
O=C(C[S+]([O-])C1CCCCC1)N=C(O)C=CCN1CCC(ON)CCCC1,3,0.9414993363203707,9.212534154989457e-05,1.9287498479639178e-22,0.21739130434782608,0.31386382055397355
O=C(C[S+]([O-])C1CCCCC1)N=C(O)C=CC=CCN1CCC(O)CC1,3,0.9611020658177022,0.0333542124250552,1.9287498479639178e-22,0.18681318681318682,0.33148542608091913
O=C(C[S+]([O-])C1CCCCC1)N=C(O)C=CC=CCN1CCCCO1,3,0.9600054412854777,0.48371783877533225,1.9287498479639178e-22,0.1935483870967742,0.4812410933536033
O=C(C[S+]([O-])C1CCCCC1)N=C(O)C=CC=CCN1CCCCC1,3,0.9600054412854777,0.6016785177414695,1.9287498479639178e-22,0.22093023255813954,0.520561319675649
O=C(C[S+]([O-])C1CCCCC1)N=C(O)C=CCCCN1CCCCC1,3,0.9098113957113441,0.48115487271718566,5.380186160021138e-32,0.21839080459770116,0.46365542280950994
O=C(C[S+]([O-])N1CCCCC1)NCCC(=O)C=CCN1CCCCC1,3,0.9098113957113441,0.4248771205419037,2.7487850079102147e-43,0.2716049382716049,0.44489617208441595
O=C(C[S+]([O-])N1CCCCC1)NCCCCC(O)CN1CCCCC1,3,0.937351958740643,0.23112715161616032,2.572209372642415e-56,0.24096385542168675,0.3894930367856011
O=C(C[S+]([O-])C1CCCCC1)NCCCCC(O)CN1CCCCC1,3,0.9098113957113441,0.2723786949873222,2.572209372642415e-56,0.23255813953488372,0.39406336356622207
O=C(C[S+]([O-])C1CCCCC1)NCCCCC(O)CCCN1CCCC1,3,0.9134389782902302,0.01060298063934717,1.3838965267367376e-87,0.22988505747126436,0.30801398630985916
O=C(C[S+]([O-])C1CCCCC1)NCCCCC(O)CCCN1CCCCC1,3,0.9168553557320289,5.7700448010512314e-05,1.3838965267367376e-87,0.22988505747126436,0.3056376853933465
O=C(C[S+]([O-])C1CCCCC1)NCCCCC(O)CCC(=S)N1CCCC1,3,0.915739023039746,1.3456384224284476e-08,4.408531331463226e-71,0.1935483870967742,0.30524634549871005
O=C(C[S+]([O-])C1CCCCC1)NCCCC(O)CCCC(=S)N1CCCC1,3,0.915739023039746,1.3456384224284046e-08,4.408531331463226e-71,0.1956521739130435,0.30524634549871005
O=C(C[S+]([O-])C1CCCCC1)NCCC(O)CCCC(=S)N1CCCC1,3,0.9122540768285452,2.3406420216642972e-05,2.572209372642415e-56,0.2087912087912088,0.30409249441625397
O=C(C[S+](C=S)CC1CCCCC1)NCCC(O)CN1CCCCC1,3,0.9098113957113441,0.007723738890081305,2.572209372642415e-56,0.2558139534883721,0.30584504486714176
O=C(C[S+]([O-])CC1CCCCC1)NCCC(O)CCCN1CCCCC1,3,0.9134389782902302,0.010602980639347,4.408531331463226e-71,0.2857142857142857,0.30801398630985904
O=C(C[S+]([O-])CC1CCCCC1)NCCC(O)CN1CCCCC1,3,0.9059551911095096,0.9781707775692613,2.7487850079102147e-43,0.2962962962962963,0.6280419895595903
O=C(C[S+]([S-])CC1CCCCC1)NCCC(O)CN1CCCCC1,3,0.9059551911095096,0.1919418523820754,2.7487850079102147e-43,0.23529411764705882,0.3659656811638617
O=C(C[S+]([S-])CC1CCCCC1)NCCCC(O)CN1CCCCC1,3,0.9098113957113441,0.005611641049675252,2.572209372642415e-56,0.2159090909090909,0.3051410122536731
O=C(C[S+]([S-])CC1CC1)NCCCC(=O)N1CCCCCC1,3,0.8590739228770629,0.4925452201606071,5.380186160021138e-32,0.18604651162790697,0.45053971434589
O=C(C[S+]([S-])CC1CCCCC1)NCCC[N+]1([O-])CCCCC1,3,0.9018511586452826,0.9177953715659087,5.380186160021138e-32,0.17045454545454544,0.6065488434037305
O=C(O)NC([S-])=[N+]1CCCC(C#CCCN2CCCCC2)CCC1,3,0.9582721356799154,0.8855256947131098,1.0,0.14130434782608695,0.9479326101310085
OC(=S)C[N+]([S-])(C#N)CCCC(=O)NCCN1CCCCCC1,3,0.929749970307313,0.9784779958822769,2.7487850079102147e-43,0.17582417582417584,0.6360759887298633
OC(=O)C[N+]1(S)CCN(CCC(=O)NCCC2CCCC2)CCC1,3,0.8706596335622919,0.9785799341371145,5.380186160021138e-32,0.15053763440860216,0.6164131892331355
OC(=S)C[N+]1(S)CCN(CC(=O)NCCC(O)C2CCCC2)CC1,3,0.9032479714553617,0.1320898105231512,5.380186160021138e-32,0.125,0.34511259399283767
OC(=S)C[N+]1(S)CCN(CCC(=O)Nc2cc(C(F)F)ccn2)CC1,3,0.648776948590616,0.0021555511803190877,1.9287498479639178e-22,0.18556701030927836,0.216977499923645
CC(O)(C[N+]1(C)CCN(C(=O)O)CC1)CCCNCCc1ccsc1,3,0.5498308842335518,0.37049241010588474,2.7487850079102147e-43,0.11764705882352941,0.3067744314464788
CC(O)(CNC(C)=O)C#Cc1cc(CCCN2CCCCC2)cc[n+]1,3,0.6573386331414064,0.4308984290967392,1.2664165549094176e-14,0.16494845360824742,0.36274568741271945
CC(O)CC(CS)C(=O)CCC#CCN1CCCN(C(C)C)CCCCC1,3,0.9134389782902302,0.0003103567300451637,5.380186160021138e-32,0.13829787234042554,0.30458311167342517
CC(O)CNC(C)Cc1cc(C(=O)CCCN2CCCCC2)cc[n+]1C,3,0.6656224779133848,0.8306876684639252,2.572209372642415e-56,0.1875,0.4987700487924367
CC(O)CNC(=O)CC(CS)CCC[N+](C)(C)CCCN1CCCCC1,3,0.9098113957113441,0.005613448036437861,7.9567438919514e-106,0.16129032258064516,0.305141614582594
CC(O)CNC(CS)C(=O)CCC(CCN1CCCCC1)=[N+](C)C(C)C,3,0.9085523062751462,0.010526491439365473,1.3838965267367376e-87,0.14893617021276595,0.3063595992381705
CC(O)CNC(CS)C(=O)CCC(CCN1CCCCC1)=[N+]1CCCC1,3,0.9122540768285452,0.01895338292341745,4.408531331463226e-71,0.16129032258064516,0.31040248658398756
CC(O)CNNC(=O)C(CCC(O)CCCN1CCCCC1)C(C)C,3,0.9059551911095096,0.9940554193564726,1.3838965267367376e-87,0.14285714285714285,0.6333368701553274
CC(O)CNN1CCN(C(=O)O)CCCC(CCC(F)F)CCCC1C,3,0.9085523062751462,0.07027352685393456,1.2664165549094176e-14,0.10101010101010101,0.3262752777096978
CC(CNN1CCN(C(=O)O)CC1)C(O)CCCN1CCCC(C)C1,3,0.8742134361460325,0.9999795202097137,5.380186160021138e-32,0.11224489795918367,0.6247309854519154
CC(CNN1CCN(C(=O)O)CC1)C(O)CCCN1CCCC1C(F)F,3,0.8776263092669037,0.08858954372353461,2.7487850079102147e-43,0.08823529411764706,0.3220719509968128
CC(CCl)NC(CS)C(O)CCC(=O)CCCN1CCCC(C(C)C)C1,3,0.8759370313373602,2.7321999111841844e-06,7.9567438919514e-106,0.10784313725490197,0.2919799211790905
CC(C#N)NNC(=O)C(CCC(=O)CCCN1CCCCC1)C(C)C,3,0.8724546158647141,0.8382675142731794,4.408531331463226e-71,0.13829787234042554,0.5702407100459644
CC(C#N)NC(CO)C(O)CCC1CCC(=O)CCCN2CCCC2C1,3,0.8432482338359909,0.6627117132517583,1.9287498479639178e-22,0.09433962264150944,0.5019866490292497
CC(C#N)(NC(=O)CCC(=O)CCCN1CCCCC1)C(C)(C)F,3,0.8650478858648663,0.23606683379541987,2.7487850079102147e-43,0.16853932584269662,0.36703823988676204
CC(CCl)C(NC(=O)CCC(=O)N1CCCN(CC)CC1)C(C)(C)F,3,0.8298840224277345,0.09945737435983505,5.380186160021138e-32,0.12371134020618557,0.30978046559585654
CC(CCl)(CNC(=O)CCC(=O)NCCC(C)O)CCCN1CCCC(O)C1,3,0.851328082966448,1.7026056142960379e-09,7.9567438919514e-106,0.12745098039215685,0.2837760282230179
CC(CCl)(C(=O)NCCC(=O)N1CCCN(C)CC1)C1CCCC(O)C1,3,0.8776263092669037,0.006993143394755835,1.2664165549094176e-14,0.09803921568627451,0.29487315088722404
CC(C(=O)NN1CCCN(C(=O)O)C1)C(C=N)CCC1CCCC1(C)C,3,0.9085523062751462,0.6029521702817413,1.9287498479639178e-22,0.09523809523809523,0.5038348255189625
CC(C(=O)NN1CCCN1C(=O)O)C(C)(C)CCC1=CN=CCC1,3,0.7369938133110109,0.13503779118694717,1.2664165549094176e-14,0.1414141414141414,0.2906772014993236
C=CCOc1cccc(OCCC(C)C)c1,4,0.23574607655586358,5.710449189608722e-41,1.9287498479639178e-22,1.0,0.07858202551862119
C=CCOc1cccc(OCC(C)C)c1,4,0.37531109885139946,1.0871268913603293e-49,1.2664165549094176e-14,0.7142857142857143,0.12510369961713738
C=CCOc1cccc(SCC(C)C)c1,4,0.37531109885139946,9.001574799590586e-40,1.2664165549094176e-14,0.5853658536585366,0.12510369961713738
C=CCOc1cccc(SCC#N)c1,4,0.42225033802445316,2.3987997898409086e-50,1.522997974471263e-08,0.4444444444444444,0.14075011775147764
C=CCSC(=CC#N)CCC(C)C,4,0.9273653476917343,4.286724925087719e-57,1.2664165549094176e-14,0.22,0.30912178256391565
C=CCSC(CCC)CNCC=CCl,4,0.8493658165683124,2.1895290253956157e-33,2.7487850079102147e-43,0.14285714285714285,0.28312193885610415
C=CCSC(Cl)=CC(C)CC=C,4,0.9568455194673131,5.056051236983399e-52,1.2664165549094176e-14,0.16326530612244897,0.3189485064891086
C=CCOCC(Cl)CSCCC=C,4,0.8888520425545132,1.0569401679608655e-40,2.7487850079102147e-43,0.18,0.29628401418483774
C=CCOCC(Cl)C(C)CC=S,4,0.8802599597515598,2.1441563215216583e-49,1.9287498479639178e-22,0.22916666666666666,0.29341998658385327
C=CCOP(=S)(Cl)OCC=C,4,0.9542252952378636,1.2351430332023843e-45,1.2664165549094176e-14,0.1951219512195122,0.31807509841262543
C=CCO[P+](=S)CC(C)C,4,0.9134389782902302,1.795886711359869e-70,1.522997974471263e-08,0.2857142857142857,0.30447966450673664
C=CCO[P+](=S)C(C)C,4,0.9482222610648244,8.115919477895355e-82,0.00033546262790251185,0.2682926829268293,0.31618590789757567
C=CCO[N+](=S)C(C)C,4,0.9482222610648244,1.1082079014688196e-96,0.00033546262790251185,0.275,0.31618590789757567
C=CCO[N+](=C)C,4,0.942279789450473,2.238576377690745e-143,0.1353352832366127,0.2631578947368421,0.35920502422902856
C=CCO[N+](C)C,4,0.942279789450473,2.9498053500899066e-142,0.1353352832366127,0.2702702702702703,0.35920502422902856
C=CCO[C-](C)C,4,0.942279789450473,1.7704632068650162e-144,0.1353352832366127,0.23684210526315788,0.35920502422902856
C=CCO[P+](C)(C)C,4,0.9447726062876846,5.345510535346252e-109,0.1353352832366127,0.3055555555555556,0.36003596317476577
C=CCC(C)(C)[N+]#N,4,0.9756109800648459,2.292649136724297e-131,1.0,0.13953488372093023,0.6585369933549486
C=CCC([O-])=NC(C)C,4,0.9771412515380302,7.265315091966675e-116,0.1353352832366127,0.18181818181818182,0.3708255115915476
C=CCC(C)[N+](=O)[O-],4,0.9447726062876846,3.538350596042304e-127,0.1353352832366127,0.18604651162790697,0.36003596317476577
C=CCC(C)O,4,0.972697965315163,2.1499400135007842e-159,1.0,0.21052631578947367,0.6575659884383876
